Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1976,7.6,10.9,12.2,13.0,15.0,25.1,34.3,,45.7
1977,8.8,13.2,14.9,17.6,23.6,24.4,32.5,48.3,50.3
1978,7.3,10.6,12.4,13.3,13.6,20.9,35.1,40.6,44.8
1979,7.1,11.6,12.5,17.9,22.3,37.0,76.4,101.0,102.0
1980,7.7,14.1,15.2,23.9,34.2,51.1,63.1,69.3,73.5
1981,,,18.0,25.6,25.9,25.9,47.1,50.8,50.8
1982,6.3,7.6,8.4,12.7,20.9,24.8,32.9,37.2,38.4
1983,6.5,10.1,14.5,18.2,18.2,19.8,27.0,28.4,47.5
1984,6.4,9.9,13.4,19.8,24.2,34.1,41.9,60.0,60.2
1985,7.6,10.0,13.1,21.7,24.8,25.5,30.7,43.9,54.6
1986,5.0,8.0,9.7,12.7,16.9,20.2,36.9,39.2,65.9
1987,5.6,9.7,11.6,14.8,22.0,27.8,30.2,39.0,53.3
1988,7.0,11.7,14.4,15.5,18.8,27.6,36.5,36.5,50.6
1989,5.7,7.5,10.2,12.8,19.2,21.4,34.6,51.6,63.8
1990,4.7,9.2,11.8,18.0,30.8,40.0,41.9,50.6,52.2
1991,4.6,8.4,11.8,18.3,25.0,27.4,31.9,34.8,35.0
1992,4.8,9.0,10.2,14.8,14.9,25.5,33.8,,50.3
1993,5.0,7.4,10.2,12.7,23.7,25.4,33.3,38.3,47.6
1994,5.5,9.4,10.8,15.8,17.6,22.3,,,52.8
1995,11.4,15.9,18.0,30.9,47.4,62.2,62.4,62.4,108.4
2004,3.4,4.1,6.1,10.1,18.6,28.0,49.6,63.2,78.1
2005,5.3,6.9,8.3,12.7,15.8,21.9,40.1,50.4,67.8
2006,11.1,16.6,24.3,24.5,29.8,32.8,45.3,47.8,51.4
2007,7.1,8.3,9.8,15.3,20.0,27.5,31.0,39.0,39.0
2008,12.8,18.0,20.7,27.5,30.8,34.4,52.5,52.5,61.9
