Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1969,3.8,7.4,9.1,11.9,11.9,14.7,19.6,23.4,32.0
1970,5.8,7.1,7.4,7.6,7.9,11.2,15.7,20.3,28.2
1971,9.4,10.4,11.2,11.2,11.4,11.4,17.0,26.4,28.7
1972,6.6,7.4,9.4,13.2,15.2,19.0,27.2,30.5,55.6
1974,7.4,11.4,14.5,22.9,28.7,49.0,88.6,90.9,95.5
1975,3.6,5.3,7.4,8.9,9.1,11.9,20.6,37.3,37.8
1976,5.1,7.4,7.9,8.6,13.7,17.5,25.7,35.3,38.1
1977,2.3,4.6,6.1,7.1,10.7,20.3,35.6,37.8,45.2
1978,9.5,13.6,18.3,26.1,32.2,34.4,37.9,38.6,39.2
1980,2.7,4.9,5.1,7.6,10.7,12.6,19.0,23.7,26.4
1981,5.9,7.3,9.9,11.0,18.0,18.7,23.8,33.1,33.6
1982,9.0,15.5,16.4,20.5,23.4,25.8,37.5,44.3,48.0
1983,4.0,7.4,8.8,16.4,24.0,30.8,38.8,40.7,60.3
1984,2.9,5.2,6.0,10.4,12.0,13.4,13.4,13.4,14.6
1985,10.2,13.5,15.1,20.2,20.2,20.3,24.8,28.7,30.4
1986,8.7,10.9,11.8,12.0,12.0,13.7,20.2,23.7,35.0
1987,6.0,9.8,11.6,12.5,13.9,14.0,14.0,20.8,32.3
1988,9.4,12.3,12.3,18.8,19.0,19.0,19.0,31.8,35.8
1989,11.3,17.3,25.8,29.0,34.5,46.8,52.5,54.6,90.9
1990,9.5,14.0,16.3,16.3,16.5,18.0,28.4,39.7,42.7
1991,7.2,12.4,15.2,15.4,15.4,15.4,17.4,17.4,33.6
1992,3.2,5.7,7.6,9.1,14.0,16.7,17.4,17.5,17.5
1993,10.8,10.8,11.0,11.8,12.3,17.0,27.0,29.9,38.9
1994,7.9,7.9,7.9,10.2,12.3,18.6,21.9,23.6,43.7
1995,6.2,10.0,11.2,15.2,15.2,26.2,27.0,27.0,30.0
1996,7.8,10.4,15.2,20.4,23.2,24.2,30.6,30.6,34.6
