Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
2005,4.8,4.8,4.8,4.8,4.8,8.0,11.4,17.8,18.4
2006,3.4,5.0,6.6,11.2,15.0,16.6,18.4,18.6,26.0
2007,3.0,5.4,7.8,14.0,23.6,40.8,75.6,103.4,156.8
2008,8.8,17.6,21.2,23.2,26.0,26.0,48.6,48.6,48.6
2009,0.8,1.6,2.0,3.0,3.8,5.6,12.4,16.2,16.8
2010,3.6,5.6,6.2,9.0,11.0,11.8,12.0,13.0,13.0
2012,0.6,0.8,0.8,1.2,1.8,3.4,7.4,7.6,8.2
2014,3.2,3.6,3.8,3.8,4.2,6.6,12.6,14.4,16.6
2015,0.8,1.0,1.2,2.0,3.6,6.4,11.6,13.8,13.8
2016,4.0,7.4,9.0,9.8,10.6,10.8,10.8,16.0,21.0
2017,3.6,3.6,3.6,3.8,3.8,5.8,13.4,20.2,24.4
