Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1981,,,,,5.0,8.6,17.2,23.4,31.7
1982,,,,14.6,17.7,19.6,21.3,23.2,23.8
1983,4.3,6.8,7.8,9.9,16.5,21.7,32.0,41.6,41.6
1984,9.7,10.5,13.9,15.5,19.9,26.6,37.1,41.0,42.1
1985,3.0,5.6,8.4,13.2,20.3,23.5,42.2,45.0,47.0
1986,,,,,,,,,
1987,7.2,8.3,8.9,11.9,12.9,23.7,31.2,33.4,48.6
1988,4.1,6.5,9.8,17.5,20.0,20.7,34.2,36.7,39.8
1989,5.7,10.6,14.1,14.3,15.4,17.9,27.2,28.2,34.9
1990,6.7,6.9,7.9,10.4,13.1,16.3,24.0,34.2,35.6
1991,4.0,6.1,8.5,8.5,8.5,10.9,24.4,25.6,27.0
1992,7.5,10.9,11.5,12.1,15.0,18.4,30.8,33.3,37.9
1993,3.8,6.8,9.0,10.6,15.6,19.9,28.0,,
1994,8.9,10.1,14.8,23.6,24.2,24.2,38.2,42.6,45.4
1995,6.1,9.6,13.1,24.3,35.9,37.2,47.4,59.2,59.4
