Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1970,5.3,8.9,10.4,14.5,22.6,22.6,25.1,45.5,70.4
1971,14.7,22.4,26.4,31.0,36.1,38.9,41.4,42.9,48.3
1972,5.3,7.6,10.7,17.0,18.0,18.3,22.9,29.2,38.1
1973,2.3,3.3,4.3,6.1,7.6,10.9,18.3,28.4,47.0
1974,5.1,6.1,9.1,15.2,19.6,20.8,28.2,31.5,41.4
1975,9.4,18.8,23.9,26.7,28.2,28.7,28.7,31.5,34.0
1976,4.8,7.6,11.4,20.3,31.7,53.6,74.2,74.9,76.7
1977,3.8,6.6,8.1,12.2,12.7,16.3,23.9,25.1,48.8
1978,3.3,6.5,7.5,12.7,16.2,16.6,30.7,52.3,84.8
1979,3.4,4.2,4.2,4.2,5.9,10.9,11.6,17.2,17.2
1980,13.0,17.9,21.2,21.6,21.7,21.9,31.1,33.4,41.8
1981,3.6,4.6,5.1,8.3,14.0,22.2,44.7,61.0,64.0
1982,6.4,7.8,8.9,12.3,15.5,18.7,20.7,34.3,47.8
1983,,,,,11.7,18.7,25.3,27.6,28.0
1984,6.5,8.7,12.3,22.2,28.1,28.2,28.2,28.2,32.0
1985,3.7,5.1,7.0,13.6,15.9,16.2,34.0,45.3,50.7
1986,3.5,5.3,7.3,8.8,9.4,12.7,26.6,37.7,65.5
1987,4.1,6.2,7.0,8.6,12.2,17.2,18.2,18.2,21.4
1988,9.4,14.6,17.0,23.7,23.8,24.9,32.7,48.4,50.6
1989,4.7,6.4,7.5,7.9,9.8,15.8,20.7,22.0,29.2
1990,2.9,4.0,6.1,6.8,9.5,15.8,25.4,37.2,47.1
1991,5.5,7.4,10.0,14.0,17.3,18.5,35.9,39.2,46.1
2005,2.0,2.6,3.4,4.2,5.6,10.2,18.6,24.0,32.2
2006,7.2,7.8,9.2,14.2,15.2,20.4,23.6,26.2,39.0
2007,12.0,19.2,23.4,27.0,29.0,33.8,40.0,40.0,48.8
2008,6.6,8.0,9.6,9.8,10.4,12.6,24.0,27.8,29.4
2009,3.2,5.6,6.2,7.8,9.6,10.8,19.6,22.6,29.8
2010,12.4,23.4,32.2,45.2,52.4,56.4,64.4,66.6,74.4
2011,9.0,12.4,14.8,17.6,19.6,20.8,34.4,41.6,47.4
2012,3.0,4.4,5.4,6.0,7.0,10.8,16.6,24.6,24.8
2013,8.6,14.8,19.6,23.8,23.8,30.2,38.6,38.8,38.8
2014,7.0,10.6,11.0,11.0,12.4,12.6,14.8,21.8,27.8
2015,5.0,9.2,10.8,14.8,15.2,17.4,22.6,27.6,28.6
2016,6.6,10.2,15.2,17.0,18.0,18.6,20.0,26.0,28.4
2017,8.8,9.8,10.4,11.0,11.0,11.8,22.6,23.8,30.8
