Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1982,9.0,9.8,10.7,13.4,15.7,15.8,29.1,45.0,57.9
1983,4.1,8.2,12.3,17.3,21.4,27.5,39.2,44.0,51.7
1984,7.0,12.4,16.4,20.0,21.8,27.7,27.7,36.0,43.9
1985,6.3,7.7,7.9,8.2,11.1,18.7,48.1,65.8,85.5
1986,7.5,10.3,11.7,13.6,17.2,17.9,22.2,35.5,54.1
1987,8.2,10.2,12.8,21.5,31.6,32.8,32.8,32.8,33.5
1988,4.7,9.3,11.1,14.6,20.0,27.8,41.5,55.4,67.0
1989,7.0,8.8,11.4,19.4,26.9,47.2,75.8,76.0,98.6
1990,3.9,5.3,7.0,9.2,10.9,18.2,28.6,43.7,69.4
1991,5.6,8.5,9.6,10.1,17.0,24.0,29.6,35.7,42.8
1992,4.5,6.3,9.4,15.4,18.1,18.7,19.0,27.6,33.2
1993,9.1,12.5,13.6,14.3,14.5,18.3,38.5,48.6,52.4
1994,7.4,11.0,12.5,18.2,19.2,19.6,22.8,31.7,34.7
1996,7.4,13.4,14.1,20.6,28.9,37.9,56.0,56.2,65.1
1997,6.5,12.0,17.5,26.0,26.2,26.4,30.7,34.4,41.6
1998,5.3,5.5,5.6,7.8,10.9,13.7,21.4,31.1,37.5
1999,3.6,6.0,9.0,10.6,12.0,12.6,27.6,31.8,37.2
2000,2.8,5.2,6.5,7.8,13.0,24.3,24.3,29.1,34.0
2001,4.4,5.8,7.4,12.6,20.0,25.7,31.0,46.9,59.9
2002,6.4,7.4,7.9,7.9,7.9,9.3,13.0,14.4,16.2
2003,4.4,5.3,5.9,6.4,6.8,6.8,8.5,9.5,12.7
2004,3.8,4.6,5.7,7.2,10.8,14.2,19.7,28.8,37.1
2005,7.7,11.9,12.5,20.7,24.6,25.3,25.3,29.4,37.2
2006,3.7,4.2,5.3,7.8,11.6,15.4,32.0,32.8,40.9
2007,17.9,21.3,25.7,30.2,34.5,36.3,37.2,40.9,45.1
2008,4.7,4.9,5.0,6.8,7.1,11.1,20.3,25.1,32.5
2009,5.4,6.5,7.0,10.1,11.6,19.5,21.9,24.4,43.1
2010,6.3,9.5,10.6,11.2,11.2,18.0,28.3,31.8,42.1
2012,8.9,10.2,12.5,13.0,13.0,20.0,38.0,49.2,56.3
