Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1968,5.8,5.8,7.4,9.4,10.4,15.7,36.8,40.6,49.5
1969,10.9,15.5,18.8,23.9,43.7,56.4,98.8,100.1,102.9
1970,10.2,17.5,18.0,19.0,21.3,24.4,37.6,63.5,73.9
1971,6.1,8.6,9.4,12.4,14.5,17.3,25.1,40.6,50.0
1972,12.2,22.1,29.7,30.0,32.8,35.8,39.4,50.5,51.6
1973,14.5,19.0,20.6,21.1,21.1,21.1,31.5,40.6,48.0
1974,6.6,8.1,10.2,19.6,26.7,31.7,42.2,61.5,63.2
1975,6.3,9.4,11.4,11.9,11.9,23.4,23.4,24.4,30.7
1976,,,,,,34.0,43.2,43.2,45.7
1977,10.4,12.2,14.7,23.9,32.0,35.6,36.3,40.4,47.5
1978,5.8,9.8,10.7,15.4,17.7,20.5,34.2,41.3,41.5
1979,6.0,9.1,13.7,19.5,30.9,34.0,50.6,60.5,60.5
1980,4.0,6.3,9.2,15.8,27.8,29.4,34.1,39.3,58.2
1981,,,,,12.8,23.3,38.2,44.7,45.3
1982,4.5,7.6,9.4,12.0,14.3,20.2,30.8,30.8,31.6
1983,7.7,9.4,10.1,10.3,17.3,25.0,36.5,48.0,56.7
1984,8.2,14.9,19.7,31.9,37.9,41.9,44.7,45.7,60.4
1985,2.3,3.9,4.6,6.4,11.4,18.0,28.2,28.4,34.6
1986,8.4,8.7,12.2,14.5,17.8,18.0,28.3,39.0,41.6
1987,6.9,10.9,11.4,13.1,17.7,21.0,21.0,22.3,24.0
1988,11.6,18.8,20.8,27.0,34.0,34.3,42.2,45.8,46.8
1989,7.8,10.2,11.6,14.0,15.6,16.0,19.8,29.0,29.4
1990,4.0,6.2,7.3,11.0,13.2,19.4,36.9,49.3,54.8
1991,8.1,9.7,10.0,13.5,14.1,18.4,34.2,39.8,49.6
1992,7.6,9.7,10.2,11.8,13.2,18.0,36.0,41.6,45.6
1993,5.0,9.1,11.0,14.7,19.5,19.7,30.6,40.0,50.5
1994,7.3,10.6,11.5,14.0,14.6,18.6,25.4,32.1,39.6
1995,4.6,6.9,7.7,8.4,16.1,16.9,19.2,31.8,33.0
