Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1973,,,,,7.1,9.1,11.4,15.2,19.3
1974,,,,,6.6,9.7,14.5,17.3,18.0
1975,,,,,5.1,7.9,12.7,15.5,26.9
1976,,,,,14.2,14.2,14.5,22.4,34.8
1977,,,,,5.1,8.9,10.2,13.5,18.5
1978,,,,,6.8,12.8,15.6,18.5,29.1
1979,,,,,8.5,9.2,20.7,23.4,23.6
1980,,,,,11.5,11.5,16.2,24.4,27.5
1981,,,,,8.0,13.4,19.2,19.4,32.5
1982,,,,,8.7,15.4,38.0,50.3,61.0
1983,,,,,6.4,12.4,20.4,25.5,28.1
1984,,,,,11.0,13.2,17.4,24.9,27.4
1985,,,,,8.6,9.0,19.2,25.7,32.2
1986,,,,,5.7,7.6,13.0,15.1,20.4
1987,,,,,7.4,8.1,20.3,37.0,57.0
1988,,,,,5.9,9.4,16.8,20.7,27.0
1989,,,,,10.6,10.8,22.4,29.2,45.2
1990,,,,,10.9,14.3,30.1,51.9,80.5
1991,,,,,13.0,14.5,20.6,,30.0
