Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1980,13.8,13.8,13.8,13.8,13.8,14.2,18.3,22.4,22.8
1981,5.5,8.1,12.0,13.6,13.8,16.4,26.2,29.6,29.8
1982,3.9,5.9,7.5,10.1,12.5,16.9,20.3,29.0,32.0
1983,11.1,14.4,19.4,27.7,28.0,28.0,28.8,32.9,48.6
1984,3.7,6.5,8.9,10.2,17.0,24.2,28.3,28.3,34.2
1985,5.7,11.4,14.6,15.5,16.9,19.4,25.3,32.8,37.3
1986,9.7,17.8,25.7,26.3,26.3,26.3,44.8,45.2,56.0
1987,10.6,11.0,16.5,16.7,16.7,19.9,24.9,33.4,34.8
1988,7.8,9.5,14.0,18.7,19.8,29.1,38.2,41.1,72.7
1989,7.5,13.2,18.5,21.0,22.2,27.3,30.1,41.0,41.4
1990,7.3,10.5,12.4,13.1,14.3,20.4,35.3,38.3,51.0
1991,11.2,17.1,19.2,21.8,25.3,41.6,53.6,60.5,69.6
1992,5.7,9.0,11.0,15.1,20.5,26.3,47.2,58.9,67.2
1993,6.8,10.9,12.4,19.4,19.9,21.8,28.1,36.2,49.8
1994,5.0,9.0,10.5,12.6,12.8,12.8,18.6,19.8,28.1
1995,10.7,20.4,30.0,39.0,49.1,58.6,60.5,61.6,67.5
1997,6.8,12.4,17.4,23.2,39.2,39.4,48.8,49.4,65.0
1998,9.2,13.6,14.0,18.8,24.2,26.8,38.4,45.2,47.0
1999,7.8,13.2,15.0,16.0,23.0,25.2,47.2,47.2,47.8
2000,8.2,14.2,17.8,19.8,21.6,35.0,47.8,49.8,49.8
2001,19.8,19.8,19.8,19.8,19.8,27.2,27.2,31.4,42.0
2002,15.6,24.6,30.4,30.8,31.0,31.0,38.2,38.2,38.2
2003,6.6,9.4,11.8,14.6,14.8,15.4,22.4,30.2,37.2
2004,8.2,11.2,16.2,23.8,38.4,57.2,59.6,61.4,69.0
2005,5.2,9.0,12.6,18.4,23.2,28.4,36.8,41.6,43.4
2006,10.2,17.0,21.6,29.4,30.6,30.6,31.6,36.2,39.0
2007,9.0,12.2,13.4,15.2,15.8,16.2,21.0,21.6,23.8
2008,7.2,14.2,19.2,24.8,27.8,29.8,36.0,39.2,39.2
2009,5.4,5.4,5.4,8.0,11.2,14.4,18.6,30.0,45.2
2010,4.4,7.8,10.8,19.4,24.8,25.4,38.8,51.4,57.0
2013,7.8,12.4,16.4,25.2,27.2,29.2,46.6,51.8,62.8
2014,6.4,12.2,14.6,15.8,16.0,22.0,34.6,41.4,52.8
2015,11.4,19.4,23.0,24.8,27.2,35.8,48.6,50.0,50.2
