Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1983,3.4,4.0,4.4,6.4,10.0,11.9,21.7,25.6,25.7
1984,3.9,4.3,5.3,6.0,7.2,11.6,20.7,29.0,38.8
1985,1.8,2.7,3.5,6.2,10.8,13.0,32.7,42.2,43.3
1986,4.6,4.6,4.6,5.7,6.2,8.4,16.5,17.2,21.2
1987,2.5,3.9,4.9,6.8,9.4,12.5,22.7,28.4,35.0
1988,3.9,5.3,5.5,8.4,10.0,12.3,23.3,34.5,51.6
1989,4.0,6.2,7.0,7.5,11.6,13.2,21.9,30.6,31.6
1990,2.1,3.5,5.1,9.9,11.0,18.4,33.4,36.2,49.1
1991,3.8,3.8,3.8,6.8,8.6,15.4,22.7,29.0,29.0
1993,2.0,4.0,5.0,7.0,10.8,20.4,33.2,55.0,78.0
1994,2.5,4.6,6.7,8.4,10.5,14.6,28.6,38.1,45.9
1995,1.1,1.5,2.1,3.7,6.7,13.2,29.9,38.5,57.7
