Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1965,,,,,8.9,11.9,17.0,17.5,22.1
1966,,,,,7.9,11.2,16.3,18.8,26.7
1967,,,,,5.6,8.4,16.0,21.6,32.5
1968,,,,,5.1,7.4,12.2,16.5,20.3
1969,,,,,8.6,11.2,17.0,19.8,28.7
1970,,,,,8.9,9.1,11.7,18.5,23.4
1971,,,,,8.6,10.7,15.5,20.1,31.2
1972,,,,,6.9,11.9,24.9,31.7,35.1
1973,,,,,7.9,8.6,11.4,20.6,29.2
1974,,,,,12.7,12.7,16.3,28.7,32.8
1975,,,,,7.9,8.1,15.0,20.1,26.4
1976,,,,,14.7,17.3,18.0,22.4,31.0
1977,,,,,12.2,12.4,15.7,21.6,35.6
1978,,,,,5.8,9.7,11.7,21.2,24.6
1979,,,,,10.6,11.2,14.8,17.6,24.6
1980,,,,,10.8,10.8,17.2,25.2,31.8
1981,,,,,17.4,23.4,28.0,32.2,33.0
1982,,,,,9.0,10.2,16.8,20.0,23.0
1983,,,,,,,,,
1984,,,,,5.0,7.4,12.4,15.8,18.0
1985,,,,,7.0,9.0,11.2,19.0,19.4
1986,,,,,16.0,16.0,22.2,25.2,30.0
1987,,,,,14.4,15.4,22.2,23.4,33.6
1988,,,,,8.4,11.0,21.4,28.0,41.2
1989,,,,,11.8,13.0,19.0,27.0,27.4
1990,,,,,11.2,11.6,19.7,23.8,27.0
1991,,,,,14.6,20.4,22.4,25.2,35.2
1992,,,,,10.0,16.2,29.2,47.2,56.2
1993,,,,,10.8,19.0,25.4,28.6,29.4
1994,,,,,17.4,18.0,21.0,22.6,22.6
1995,,,,,11.2,21.0,35.2,38.0,38.0
1996,,,,,7.6,10.2,20.0,36.6,48.6
1997,,,,,5.4,9.8,20.4,30.4,37.6
