Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1969,3.3,6.1,8.1,14.2,19.6,22.6,26.4,40.1,51.1
1970,2.8,4.3,5.1,5.8,8.6,11.9,26.4,35.8,40.6
1971,4.3,6.1,8.9,11.7,13.5,20.3,32.0,32.0,35.3
1972,2.8,3.3,4.1,7.4,11.7,16.3,20.8,21.8,23.6
1973,4.6,7.4,8.6,15.0,16.5,19.0,19.0,31.5,47.5
1975,3.8,5.1,6.6,8.1,9.4,13.0,17.3,33.0,46.0
1976,3.3,4.1,5.8,8.9,9.1,9.1,12.2,16.8,16.8
1978,2.5,3.7,5.6,7.3,13.1,17.3,35.0,49.1,52.6
1979,1.8,3.3,4.3,5.8,8.4,12.7,23.1,30.5,40.5
1980,4.5,5.8,7.4,14.0,17.3,17.5,32.6,34.7,43.7
1981,,,,9.2,15.9,24.2,28.2,29.4,34.4
1982,2.2,3.0,4.3,7.1,10.1,12.8,15.2,16.8,30.3
1983,1.7,2.6,3.2,5.1,8.4,12.1,19.7,22.0,24.8
1984,6.1,10.7,11.7,11.9,14.0,23.4,33.8,38.5,38.8
1985,2.3,3.3,4.8,6.3,8.2,11.5,19.8,31.6,44.0
1986,1.7,2.7,3.4,5.9,8.9,12.8,28.3,28.6,53.6
1987,5.1,7.1,8.8,9.2,12.6,16.3,28.8,39.0,48.7
1988,2.1,2.5,3.8,7.2,8.9,11.9,21.2,26.4,38.0
1989,3.6,5.1,7.7,10.5,14.3,19.0,35.1,36.0,36.0
1990,1.7,3.3,5.0,8.1,12.3,19.4,32.5,35.0,35.0
1991,6.3,12.3,17.3,32.0,49.2,58.1,62.7,65.2,71.1
1992,2.7,4.5,5.6,6.4,9.2,16.0,40.1,60.7,66.8
1993,2.1,4.0,4.6,5.5,7.8,10.4,16.9,20.5,37.0
1994,1.8,1.8,2.1,3.6,6.2,9.5,16.1,21.3,22.4
2004,11.7,19.0,20.8,21.5,23.6,26.3,26.8,51.8,57.2
2005,2.0,3.4,5.1,7.2,10.8,17.7,23.2,28.2,34.2
2006,2.7,3.8,4.6,6.8,8.8,15.6,23.8,25.7,39.5
2007,1.8,3.4,5.0,7.0,9.4,15.6,30.5,40.9,47.5
2008,5.7,11.4,13.6,18.0,23.3,25.4,27.7,28.8,40.4
2010,2.1,3.8,5.0,6.6,9.5,14.2,15.2,25.9,35.2
2011,6.6,8.6,9.2,9.5,9.5,13.2,20.2,20.8,23.1
2013,4.1,5.0,5.4,6.0,8.0,10.8,16.7,18.5,30.1
