Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1980,3.8,6.0,6.0,6.0,7.8,10.1,15.6,18.5,29.0
1981,,,,,10.6,12.7,15.6,19.2,26.4
1982,2.0,3.5,4.9,6.1,8.9,13.3,19.2,20.7,22.4
1983,2.2,3.6,5.0,5.4,7.5,8.6,11.6,21.0,23.8
1984,2.2,2.5,2.8,4.2,5.6,8.3,14.6,17.7,21.5
1985,1.8,2.2,3.0,5.9,11.7,12.3,21.0,23.4,30.0
1986,4.5,5.5,6.2,6.6,6.8,9.7,14.1,14.6,20.0
1987,2.3,2.5,2.5,4.1,7.2,11.3,15.0,16.4,18.4
1988,4.6,6.0,6.9,7.3,7.3,7.9,13.2,21.7,25.7
1989,2.3,2.3,3.2,5.6,9.7,14.1,,,29.2
1990,1.9,2.1,2.5,4.3,7.3,13.0,22.2,29.8,46.8
1991,3.8,5.6,7.0,10.1,14.0,14.1,22.1,23.3,23.3
1992,2.4,3.1,3.9,5.3,10.4,12.9,21.8,23.2,30.7
1993,3.0,3.4,3.6,5.3,6.6,11.2,20.5,33.0,44.0
1994,1.6,2.3,2.9,4.2,4.7,8.0,14.1,20.3,25.4
1995,2.5,4.3,5.4,6.1,7.9,12.1,25.5,47.5,61.5
1996,2.2,2.8,3.1,5.2,7.0,9.8,16.7,24.0,28.7
1997,2.3,3.5,4.0,4.7,6.4,7.6,13.9,15.7,18.0
1998,4.7,8.5,10.3,14.6,14.8,15.0,17.8,25.9,30.6
2000,4.9,5.5,5.9,6.5,6.7,8.8,12.6,13.0,21.2
2001,1.2,1.6,1.9,2.3,3.4,6.2,11.4,13.2,17.1
2002,2.4,2.8,3.7,5.7,7.1,9.2,19.1,32.4,44.0
2003,2.3,2.5,3.2,4.2,7.0,12.9,25.6,32.2,36.0
2004,5.6,5.8,6.0,8.4,9.2,,,,29.0
2005,2.9,3.4,5.1,5.7,8.9,12.4,21.2,32.5,34.0
2006,3.8,4.8,5.0,5.6,8.9,12.1,,,
2007,1.8,2.8,3.2,5.1,7.1,7.5,12.5,18.9,24.4
2008,2.7,4.1,4.9,5.4,7.1,9.5,16.3,18.1,19.9
2009,3.5,6.2,8.8,10.4,10.6,11.3,15.1,18.2,22.2
2010,3.5,7.0,10.6,14.7,17.6,17.6,17.6,19.6,22.0
2011,4.1,4.9,5.1,5.3,6.7,6.9,12.2,22.3,29.7
2012,1.7,2.9,3.6,5.7,7.3,9.2,17.9,22.8,26.6
2013,3.1,5.0,7.3,11.0,14.3,19.0,40.7,76.8,85.3
2014,10.9,14.8,15.6,16.4,16.6,16.6,22.1,36.9,45.5
2015,4.6,6.0,6.0,7.4,7.4,10.9,22.4,28.9,39.6
2016,5.3,5.9,6.3,6.5,7.0,9.2,13.7,21.4,27.6
