Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1963,4.8,5.6,6.1,6.6,7.4,8.1,15.0,15.7,28.2
1964,5.1,6.6,9.1,12.7,16.0,16.8,16.8,17.3,29.7
1965,7.6,13.7,17.5,30.0,41.9,43.7,55.4,65.0,65.3
1966,3.6,4.3,6.1,10.2,11.4,11.7,15.7,26.4,31.2
1967,5.1,9.4,10.9,11.2,11.9,16.8,29.5,37.6,40.1
1968,4.1,7.9,8.4,9.1,9.1,10.2,20.8,22.9,29.5
1969,5.8,9.1,9.7,16.5,22.4,22.6,35.3,39.6,39.6
1970,8.6,10.7,11.9,13.2,13.7,17.8,31.0,34.0,44.2
1971,9.1,12.2,13.5,15.0,17.5,19.6,23.4,26.9,30.7
1972,2.8,4.8,6.9,8.4,9.1,9.4,13.7,18.3,26.2
1973,9.9,16.5,19.8,24.6,28.7,30.7,31.7,31.7,33.0
1974,7.1,8.6,11.4,14.0,14.0,14.0,19.6,27.2,33.0
1975,5.8,6.9,7.1,7.6,9.7,17.0,34.3,39.9,50.8
1976,7.1,9.7,10.4,18.3,22.1,26.7,27.7,27.7,30.0
1977,10.4,12.4,12.4,13.7,14.0,14.2,30.2,33.0,37.8
1978,7.5,9.8,12.2,14.4,16.4,18.7,19.6,19.8,21.1
1979,8.2,12.5,14.6,14.6,15.7,19.2,31.0,32.2,32.2
1980,5.5,6.7,8.5,9.9,11.0,12.7,13.2,13.2,13.6
1981,6.2,6.2,6.2,7.0,7.0,7.6,14.3,16.7,17.7
1982,,,,,,,,,
1983,4.0,6.3,7.1,7.1,11.9,14.2,23.8,26.2,28.8
1984,11.6,13.1,14.8,17.8,18.7,19.5,20.9,24.8,30.4
1985,2.9,3.8,4.0,4.4,6.3,11.1,20.0,32.0,32.4
1986,,,,,,,,,
1987,7.0,9.2,10.2,11.6,15.3,18.3,19.8,20.0,20.0
1988,5.9,7.6,9.2,15.5,18.7,19.2,21.0,30.1,32.3
1989,3.1,4.3,6.5,8.6,11.2,13.1,22.2,27.5,35.4
1990,4.6,5.0,7.3,10.6,11.7,17.8,,,47.0
1992,4.4,8.7,8.9,14.0,27.3,30.3,30.3,30.3,37.3
