Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1984,7.8,14.6,17.0,22.5,22.7,37.6,37.6,39.5,47.1
1985,6.7,8.9,13.3,13.9,13.9,19.7,30.4,32.7,47.9
1986,7.2,14.4,16.7,25.4,26.3,26.6,30.6,32.7,36.0
1987,4.9,6.8,6.9,11.1,15.7,21.7,42.1,52.2,59.0
1988,3.3,4.5,5.2,8.0,11.1,20.9,40.0,46.5,53.6
1989,5.9,8.7,13.1,16.2,19.9,29.4,85.9,105.4,148.6
1990,3.8,7.5,11.1,14.7,21.0,21.2,33.2,43.7,61.4
1991,4.1,6.9,10.4,17.0,17.1,20.2,36.0,44.4,54.4
1992,3.5,5.4,7.4,9.2,17.0,26.5,44.9,55.2,55.4
1993,4.4,5.9,6.4,9.2,16.1,21.5,31.8,37.2,44.1
1994,9.0,11.0,12.2,17.7,19.5,22.3,47.3,53.6,60.1
