Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1951,3.8,7.1,8.1,8.6,8.6,11.7,18.8,33.0,49.3
1952,7.9,12.2,13.7,14.7,16.3,17.8,25.4,40.1,43.4
1953,6.1,9.1,9.7,9.7,9.7,9.9,22.1,37.6,56.6
1954,11.2,17.8,21.1,24.4,29.2,32.5,33.0,33.3,33.3
1955,6.1,9.9,13.0,15.0,15.5,15.5,21.6,36.8,41.1
1956,18.5,25.4,27.7,34.0,43.4,65.8,81.0,107.9,113.0
1957,7.6,14.7,15.5,15.7,15.7,16.5,29.0,36.8,37.1
1958,4.3,6.1,7.4,10.4,14.2,22.9,26.2,29.0,33.3
1959,5.6,6.6,7.9,9.9,11.4,15.2,20.6,23.9,28.7
1960,10.2,12.7,12.7,18.3,31.2,42.9,51.6,51.6,51.6
1961,8.6,14.2,17.0,23.1,30.5,30.5,42.2,54.4,58.4
1962,5.1,7.9,8.6,12.4,14.7,25.7,39.6,54.6,63.2
1964,4.3,7.9,11.2,11.2,14.5,23.1,31.7,35.6,42.7
1966,3.3,5.3,6.6,7.4,12.2,19.6,24.1,34.5,40.4
1967,10.7,11.4,13.7,17.0,18.5,18.5,33.8,40.1,48.5
1968,9.7,14.5,16.5,21.3,23.4,28.2,51.3,61.5,70.9
1970,14.0,23.1,29.7,42.2,47.8,50.8,58.7,64.8,69.1
1971,7.9,10.2,10.2,11.4,12.7,20.6,35.1,39.9,40.4
1973,9.1,12.2,13.5,20.8,32.8,39.1,39.1,46.2,54.6
1974,7.1,7.6,8.1,14.0,18.3,25.7,40.6,44.4,49.5
1975,16.5,17.0,20.3,24.6,30.7,40.4,44.2,46.5,47.2
1976,7.4,8.9,9.1,9.1,9.1,15.7,29.5,32.5,32.5
1977,7.9,13.7,16.0,17.3,17.3,17.5,23.9,33.8,38.6
1980,5.4,7.9,10.3,11.1,14.8,19.4,33.7,42.4,43.2
1981,,,,,9.1,14.3,19.8,25.0,31.7
