Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1977,9.7,12.4,14.7,18.8,23.6,33.8,34.5,44.2,53.7
1978,14.3,18.9,26.5,47.7,69.3,75.0,87.0,88.7,88.7
1979,5.9,8.5,12.2,20.6,23.3,23.9,33.3,56.3,63.5
1980,11.3,18.3,20.9,21.4,21.6,22.2,29.4,31.2,42.5
1981,9.2,13.1,18.4,26.8,30.8,36.0,46.9,46.9,64.1
1982,7.8,12.6,16.6,20.7,22.5,34.7,39.2,40.9,50.8
1983,5.6,7.2,9.0,15.9,19.0,22.6,24.0,24.0,25.5
1984,10.6,14.2,16.0,18.2,18.9,19.0,30.6,44.4,46.6
1985,5.7,8.0,10.8,17.0,28.4,48.0,81.2,91.2,97.0
1986,16.2,23.2,29.7,45.9,57.0,60.2,61.8,61.8,61.8
1987,11.8,16.5,19.8,21.9,23.2,26.9,38.0,49.6,51.0
1988,7.4,8.8,10.0,11.2,16.5,18.2,19.8,19.8,21.2
1989,6.6,8.1,8.3,11.1,11.6,13.9,21.0,27.6,36.1
1990,6.6,10.6,13.5,15.8,16.7,24.7,26.4,27.7,45.1
1991,10.9,16.0,18.2,30.4,39.8,62.3,70.7,70.7,75.5
1992,6.7,9.7,12.5,21.2,21.3,21.3,21.6,25.4,25.4
1993,7.4,8.5,8.9,13.9,15.8,16.7,26.6,33.2,46.6
1994,10.4,14.2,14.2,15.1,19.7,35.7,73.9,89.3,97.0
1996,4.5,6.2,6.9,9.6,11.8,17.6,,,40.6
1997,7.6,11.9,15.1,21.5,21.9,26.4,45.4,78.2,82.1
2006,7.6,11.0,14.0,15.0,15.8,16.4,19.4,19.4,19.4
2007,10.4,17.2,24.2,30.8,30.8,30.8,35.8,45.8,46.8
2008,9.8,14.4,16.2,18.2,21.4,25.4,32.2,46.4,49.0
2009,6.6,9.8,12.2,16.4,24.8,29.8,49.6,58.0,88.4
2010,7.6,13.2,17.4,23.0,24.0,24.0,30.0,36.0,43.4
2011,6.8,9.6,11.2,13.0,16.0,16.4,24.2,39.8,48.4
2012,4.8,9.0,11.6,13.6,16.2,17.4,17.4,24.4,31.2
2013,12.6,20.8,21.8,22.0,23.0,23.0,24.2,29.4,50.6
2014,6.0,6.8,7.0,10.0,16.0,18.4,34.2,37.4,38.4
2017,5.8,9.8,13.0,13.4,13.4,13.4,20.0,24.0,24.4
