Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1982,7.7,13.4,17.3,21.1,22.5,29.2,46.0,51.0,51.0
1983,20.7,20.7,20.7,20.7,20.8,20.8,27.7,28.0,28.0
1984,6.1,10.9,14.1,19.7,29.7,31.2,38.4,40.9,50.4
1985,8.3,12.5,16.7,27.9,37.4,44.1,48.5,48.5,48.8
1986,10.0,14.0,15.2,17.4,25.3,25.8,45.6,61.0,68.6
1987,5.3,7.2,7.4,11.0,14.4,20.9,36.2,49.1,59.0
1988,4.1,6.7,9.4,11.3,12.5,15.0,22.2,26.5,30.2
1989,7.4,9.7,12.2,15.8,17.4,17.9,28.5,32.1,34.1
1990,3.7,7.3,10.3,10.5,12.6,20.5,34.6,37.1,43.2
1991,4.8,8.2,11.4,17.2,18.8,19.8,25.8,27.5,39.4
1992,6.7,11.2,14.5,18.4,33.8,38.4,53.6,55.8,58.0
1993,7.6,10.0,14.4,22.2,26.8,31.0,32.0,36.8,45.2
1994,10.8,19.5,23.6,25.4,27.1,34.5,41.3,65.7,71.2
1998,10.8,15.2,15.6,16.6,18.0,18.2,18.8,26.4,28.4
1999,5.8,8.6,9.6,12.2,13.6,14.6,17.6,25.4,25.6
2001,5.6,6.8,8.6,12.2,13.4,16.2,22.4,22.6,26.4
2003,5.8,8.8,10.2,11.8,16.8,20.2,30.0,37.0,38.4
2008,6.8,9.8,13.2,16.0,24.4,29.6,39.0,52.8,60.8
2009,4.8,6.6,7.8,13.0,16.2,17.4,24.2,34.2,40.2
2010,7.8,12.6,15.0,17.2,24.0,30.0,46.0,52.0,55.6
2011,8.0,13.8,18.6,27.4,44.6,64.0,70.4,70.6,70.6
2012,10.6,12.4,14.4,21.6,32.2,48.8,72.4,82.8,83.6
2013,6.8,8.4,9.6,12.4,15.8,18.4,23.6,35.6,43.4
2014,6.8,10.8,13.6,18.4,20.8,22.6,27.8,38.6,61.4
2015,9.2,12.4,14.4,25.4,39.4,40.0,54.2,54.4,55.4
2016,8.0,12.2,18.2,21.8,22.0,24.0,24.0,25.6,43.4
