Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1972,7.4,14.2,14.5,16.5,18.0,30.0,32.3,38.9,72.9
1973,11.7,19.3,21.3,22.6,24.4,24.9,27.7,51.3,72.4
1974,9.9,14.2,18.0,24.1,32.0,34.8,38.6,39.4,59.9
1975,7.9,12.4,14.2,15.2,15.5,28.7,34.0,42.4,42.7
1976,8.1,13.0,16.3,22.4,22.4,27.9,38.1,63.5,74.2
1977,12.4,19.6,20.3,25.9,42.2,45.5,46.7,55.9,61.5
1978,7.9,11.8,14.2,14.4,14.9,23.2,34.0,38.9,59.8
1979,10.3,13.1,17.6,22.4,27.1,27.7,62.4,75.8,75.8
1980,4.7,7.1,9.3,13.6,19.2,30.5,37.4,38.0,42.2
1981,5.1,7.2,9.6,17.2,21.6,30.8,76.6,81.0,81.8
1982,4.3,5.1,5.5,7.9,12.2,16.1,22.1,33.4,50.8
1983,7.7,7.7,7.8,12.9,18.7,25.4,27.7,37.2,42.7
1984,4.6,7.3,10.5,19.9,27.2,27.6,39.0,44.2,71.8
1985,6.1,8.6,13.0,18.4,19.2,24.7,36.1,46.5,54.5
1986,6.0,7.4,9.1,13.8,21.5,27.8,42.2,54.4,71.1
1987,6.2,10.3,11.1,14.1,16.4,22.7,,,50.4
1988,10.7,18.4,20.4,25.5,29.4,29.5,33.4,33.4,36.4
1989,7.8,10.8,15.5,21.2,28.8,30.9,45.5,62.5,66.7
1990,10.0,18.7,21.8,29.8,30.6,33.7,46.2,52.5,54.6
1993,10.4,19.6,24.0,27.5,28.1,28.2,42.7,54.5,76.2
1994,7.2,9.0,12.5,19.8,23.8,24.6,28.6,29.2,35.9
1995,9.0,10.6,12.2,16.7,23.7,30.6,38.8,38.8,47.8
1996,6.5,10.8,11.9,14.4,15.8,23.2,,,55.2
1997,9.2,15.7,20.1,29.0,32.7,35.0,39.0,49.2,74.0
