Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1972,5.3,6.6,7.1,7.9,7.9,8.4,17.3,20.1,26.9
1973,1.8,3.0,4.1,6.1,8.9,12.7,14.7,15.0,17.0
1974,5.1,9.1,11.2,14.5,14.5,20.1,23.1,26.4,29.7
1975,3.0,3.6,4.3,6.6,9.9,13.7,30.5,51.8,52.1
1976,6.3,11.2,12.2,14.2,18.3,18.8,21.3,37.3,38.6
1977,3.3,5.1,5.3,6.1,6.9,8.4,17.3,29.5,29.7
1978,10.9,14.7,16.0,17.8,20.2,22.8,32.8,39.6,45.2
1979,5.4,7.7,10.5,12.9,13.4,15.9,25.9,37.9,47.1
1980,6.4,11.9,16.5,22.5,22.5,33.3,59.4,63.8,63.8
1981,,,,,4.9,7.8,14.8,18.2,27.3
1982,7.8,11.2,11.8,12.0,12.9,13.6,19.2,23.4,25.0
1983,8.1,16.2,19.7,20.0,20.0,20.0,23.7,36.4,45.0
1984,2.7,5.3,6.5,7.9,11.5,12.3,14.5,15.4,15.8
1985,5.6,7.6,9.1,10.7,11.1,11.4,13.4,19.2,28.8
1986,3.0,5.9,7.1,10.0,13.2,18.0,19.9,24.4,28.0
1987,5.7,9.7,12.2,15.2,17.3,19.2,25.3,28.7,33.0
1988,3.3,4.9,6.5,7.0,11.8,,43.8,46.0,50.9
1989,7.8,9.5,11.5,14.0,14.0,14.0,18.7,22.5,23.7
1990,8.4,14.1,16.7,17.2,17.3,17.5,18.8,27.9,33.4
1991,12.8,14.8,17.0,19.6,21.0,26.8,31.4,31.4,33.8
1993,9.2,12.9,14.7,16.2,19.6,21.5,37.0,38.4,38.6
1997,8.7,12.2,12.4,12.8,13.1,13.1,24.5,35.4,41.6
1998,5.6,7.8,10.8,15.0,19.6,23.2,,,48.6
1999,7.0,8.1,9.8,11.2,18.6,22.0,22.0,,36.8
2000,,,,,33.1,39.9,54.8,63.8,81.2
2001,7.6,11.5,12.6,14.0,14.0,14.0,18.8,22.4,32.8
2002,5.7,10.3,14.9,23.4,24.8,24.8,24.8,29.5,29.9
2003,4.6,7.4,8.4,9.8,10.2,10.5,19.1,25.8,43.1
2004,3.8,6.9,7.2,8.4,9.7,10.2,15.5,22.8,25.6
2005,5.7,5.9,6.8,7.9,9.2,10.9,22.3,36.7,41.1
2006,8.4,10.9,12.7,14.1,15.1,15.3,15.7,31.2,33.0
2007,4.8,9.6,10.6,12.1,12.4,13.1,25.4,30.6,44.0
2008,3.9,6.1,6.6,10.1,11.9,19.3,20.1,25.1,33.3
2009,3.9,7.8,11.7,14.7,17.0,22.7,25.2,27.8,32.7
2011,5.3,9.3,13.8,22.6,26.3,28.9,30.9,36.1,37.6
2012,4.4,6.8,8.6,9.4,11.1,16.8,22.8,23.3,27.3
2013,4.2,4.6,6.4,8.7,9.3,11.0,16.8,18.8,22.1
2016,9.0,11.8,12.4,13.6,13.6,13.6,15.2,21.6,30.0
2017,5.2,6.6,7.8,9.4,10.0,11.0,18.2,20.6,24.6
