Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1972,6.6,10.2,13.0,16.5,26.7,29.5,33.8,49.8,70.4
1973,4.3,6.1,9.1,13.0,17.0,21.6,34.5,48.0,51.1
1974,5.6,7.1,9.1,13.7,15.2,24.4,51.8,61.2,62.2
1975,3.0,5.3,7.9,11.9,16.3,25.1,41.4,58.9,74.4
1976,6.9,9.1,12.2,16.5,22.1,32.5,42.2,42.2,53.8
1977,11.9,14.5,18.8,18.8,23.4,40.1,61.0,77.0,84.1
1978,4.2,4.7,5.8,8.1,12.8,21.2,33.8,41.0,55.8
1979,5.4,7.3,10.9,15.8,28.5,37.1,58.7,63.1,77.0
1980,5.5,8.7,12.8,19.2,19.4,33.2,36.6,49.5,84.8
1981,4.9,8.7,11.9,19.1,29.0,36.7,43.0,49.9,56.4
1982,5.0,7.4,11.1,14.0,16.7,26.5,44.5,70.0,91.1
1983,4.4,7.9,9.5,15.0,22.2,31.0,59.7,79.1,84.2
1984,7.6,12.7,19.0,38.0,38.0,46.5,62.2,67.6,79.5
1985,,,,,,,,,
