Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1965,11.2,16.5,17.0,22.9,25.4,31.2,35.8,40.1,40.4
1966,7.4,10.4,14.0,16.8,17.0,21.1,39.4,41.1,41.4
1967,11.7,15.0,19.3,19.6,21.3,21.8,28.7,32.5,55.4
1968,9.1,15.2,16.8,19.0,21.8,29.5,40.9,45.0,54.6
1969,4.8,9.7,13.0,16.5,21.8,39.4,39.9,42.4,49.8
1970,8.4,12.4,16.3,23.6,30.0,30.7,31.2,55.4,60.5
1971,8.9,13.2,16.8,18.3,18.8,19.6,32.8,33.5,35.1
1972,6.1,9.4,11.7,16.8,20.3,21.8,24.9,34.5,37.3
1973,14.7,21.3,23.4,26.2,26.2,26.4,38.1,51.1,55.6
1974,7.9,9.1,10.2,13.5,17.3,21.8,36.1,40.1,48.8
1976,7.1,10.9,14.5,21.6,34.5,40.6,41.1,41.4,46.0
1977,14.0,20.3,23.6,26.7,26.9,28.7,30.5,32.5,34.3
1978,7.3,11.9,14.4,14.4,14.4,15.1,23.3,31.2,32.0
1979,7.1,10.5,13.4,16.8,18.1,21.7,24.8,26.4,35.6
1980,5.6,8.2,9.6,15.0,19.8,21.6,29.5,29.7,34.8
1981,,,,18.5,21.2,21.7,34.9,51.0,53.9
1982,4.9,6.8,8.2,10.3,12.3,18.2,35.9,50.8,50.8
1983,4.9,6.1,8.1,12.5,16.5,18.9,27.3,34.4,35.0
1984,7.2,10.3,14.0,19.4,21.8,24.3,31.4,34.8,41.6
1985,8.3,10.2,12.0,15.3,15.7,23.2,39.8,40.0,40.0
1986,7.5,8.3,9.5,14.7,20.7,27.7,32.6,49.8,71.0
1987,11.9,19.4,24.7,29.0,29.5,29.6,47.5,59.6,69.0
1988,9.9,12.9,15.8,17.5,18.2,28.3,48.5,49.7,75.2
1989,6.2,11.6,15.5,20.8,25.0,25.5,25.7,28.0,38.4
1990,4.9,7.4,9.2,13.6,15.6,19.7,,54.6,54.6
1991,5.9,6.3,6.3,6.7,7.8,11.2,24.6,36.3,44.4
1992,4.9,9.3,9.8,11.8,12.7,13.5,31.0,47.2,48.2
