Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1962,8.1,11.7,15.7,24.6,29.7,38.6,47.0,58.7,58.9
1963,12.4,16.5,20.6,23.6,23.6,23.9,27.7,32.0,32.8
1964,10.2,15.2,18.0,18.0,26.4,38.4,57.4,57.4,72.9
1965,8.1,14.7,18.8,21.6,22.4,22.4,31.0,36.1,39.9
1966,12.7,20.3,24.9,26.9,34.0,43.2,53.8,54.9,68.3
1967,6.6,9.7,10.7,17.8,22.9,35.3,56.1,60.7,61.5
1968,4.6,6.6,9.7,15.5,19.3,24.4,46.7,61.5,74.7
1969,4.6,6.3,7.1,8.9,11.7,15.2,17.8,21.3,37.3
1970,13.2,17.5,21.8,41.1,42.9,43.2,56.9,56.9,56.9
1971,9.4,11.4,13.2,18.5,22.6,25.1,25.1,26.4,28.2
1998,14.1,23.7,26.5,27.9,27.9,29.8,30.0,31.6,31.6
1999,6.0,9.0,13.4,16.2,23.0,26.8,29.2,32.1,45.6
2000,12.1,15.0,16.5,21.2,28.9,46.0,99.8,106.0,106.0
2001,6.5,8.9,10.5,12.0,12.0,12.3,19.1,28.0,40.0
2002,7.5,13.2,14.3,17.6,25.9,42.8,46.8,57.6,65.6
2003,5.6,10.4,13.6,19.0,20.8,23.0,26.2,29.8,32.2
2004,7.6,9.6,11.2,13.5,13.7,17.0,21.7,35.6,39.9
2005,11.7,16.0,18.5,20.5,20.9,21.7,22.5,32.6,39.6
2006,10.6,18.3,19.4,24.1,45.7,71.7,82.8,83.2,85.9
