Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1966,7.6,10.2,11.7,15.5,18.5,27.7,35.6,56.1,56.1
1967,10.2,12.7,16.5,24.4,25.9,27.9,27.9,27.9,40.1
1968,5.8,9.4,10.2,16.3,19.3,30.0,41.1,41.1,41.9
1969,7.1,13.2,13.5,18.0,24.1,31.0,38.9,38.9,48.3
1970,9.1,9.9,10.4,12.2,14.2,16.8,31.0,32.0,38.6
1971,8.1,12.4,15.0,24.9,25.9,25.9,27.9,33.5,39.9
1973,6.6,9.7,12.7,17.3,29.7,33.3,42.2,42.7,42.7
1975,6.3,7.1,7.4,10.9,15.2,17.8,27.4,34.3,39.4
1976,7.1,8.4,8.6,12.7,21.3,21.6,36.1,48.5,71.4
1977,13.2,18.0,19.3,23.1,25.1,25.1,27.9,43.4,43.7
1978,8.1,13.0,16.0,19.2,25.3,35.5,41.9,44.4,44.9
1979,3.7,5.5,6.9,9.8,12.9,21.4,39.4,51.4,51.8
1980,4.0,5.9,7.0,8.5,11.5,19.9,25.1,25.7,25.7
1981,4.0,6.3,8.4,13.7,16.6,24.2,30.0,30.2,33.3
1982,2.4,3.5,4.5,6.3,12.5,19.7,35.4,49.3,49.3
1983,4.8,9.5,11.8,17.9,23.1,23.2,23.7,30.0,38.9
1984,3.9,5.6,6.7,9.6,12.0,16.0,26.4,31.1,32.7
1985,5.6,6.8,9.5,14.2,16.7,20.7,28.0,42.8,48.5
1986,4.3,4.3,5.9,7.4,11.8,19.2,23.9,28.6,33.2
1987,10.0,10.8,12.3,15.9,18.7,20.7,29.1,35.6,49.1
1988,8.7,9.7,12.7,18.8,22.4,26.6,29.2,29.9,35.2
1989,3.6,6.5,9.3,13.9,19.7,26.4,29.3,34.4,34.6
1990,10.2,11.2,14.2,18.7,25.0,42.2,61.0,74.5,75.1
1991,5.6,9.0,9.6,10.0,11.6,18.2,,,59.4
1992,9.4,15.4,20.2,28.8,30.7,32.3,42.6,49.1,49.3
1993,9.2,13.5,16.6,18.6,21.4,32.7,36.0,37.9,62.7
1995,6.5,9.4,11.3,15.8,23.1,30.2,41.2,41.4,48.1
1996,8.6,14.1,14.3,15.5,21.1,24.1,32.9,40.4,59.2
