Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1984,6.8,10.0,14.2,20.2,21.2,22.0,30.9,32.2,37.0
1985,7.3,9.2,13.7,14.1,16.5,21.8,30.6,39.3,47.0
1986,11.2,13.7,14.8,18.2,20.0,21.2,26.7,29.8,44.9
1987,10.2,14.3,17.3,31.2,53.9,94.8,135.4,138.7,142.0
1988,4.8,6.7,8.4,10.8,18.2,21.5,24.0,30.0,53.1
1989,5.1,6.5,9.0,14.0,14.6,14.6,,,43.0
1990,7.1,8.5,10.1,12.9,13.2,14.0,18.0,33.4,54.7
1991,5.0,7.0,10.4,18.1,19.0,19.2,29.8,48.4,57.2
1992,4.1,4.8,7.1,11.4,13.2,16.8,19.3,,25.8
1993,8.5,14.4,15.1,16.7,20.5,25.7,42.4,46.7,52.5
1994,13.4,19.6,24.1,34.3,34.6,34.6,37.2,40.0,40.0
1995,6.3,9.4,13.0,13.8,16.0,19.4,,,45.8
1996,1.7,3.3,4.0,6.5,7.1,11.4,20.0,26.0,36.3
1997,5.2,7.2,7.2,10.0,14.6,18.4,25.0,41.2,50.6
1998,8.1,13.9,19.0,23.1,31.2,41.2,41.4,50.6,56.6
1999,7.6,12.2,17.7,20.1,21.5,30.4,49.3,53.2,70.1
2000,14.7,16.1,18.2,30.7,36.9,37.3,46.2,52.0,52.0
2001,7.5,9.9,12.8,25.2,46.1,65.2,74.1,76.0,83.4
2002,4.9,9.3,12.4,12.4,20.2,24.8,31.1,39.7,41.1
2003,3.5,5.7,6.6,7.3,10.5,12.6,28.1,29.8,29.8
2005,10.8,12.4,13.0,15.1,15.4,15.4,20.6,36.0,40.5
2006,3.4,5.7,7.7,13.4,15.9,20.7,38.3,39.7,45.3
