Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1980,3.4,6.8,9.3,10.5,12.8,14.7,16.0,20.2,25.2
1981,4.9,9.3,9.5,9.5,9.6,10.7,17.0,20.7,25.0
1982,3.8,5.5,5.9,6.9,13.5,18.2,19.2,23.0,29.7
1983,5.4,9.0,10.2,10.9,10.9,11.2,14.0,25.4,35.2
1984,2.1,2.5,2.8,3.2,4.0,5.1,10.2,14.0,16.9
1985,3.8,6.3,7.3,7.5,8.5,10.5,16.2,21.2,23.2
1986,2.3,2.9,3.8,5.4,7.9,11.1,19.0,22.8,23.2
1987,3.0,3.4,4.4,5.8,9.4,15.6,18.7,19.5,22.5
1988,3.3,5.1,6.1,7.5,8.6,11.0,15.0,21.3,29.8
1989,2.1,3.1,4.2,5.0,5.6,8.1,13.8,20.2,25.0
1990,3.4,3.6,4.6,5.9,8.0,9.4,12.0,19.9,27.2
1991,9.1,10.3,11.8,13.4,13.6,14.2,19.5,22.5,30.9
1992,2.2,2.8,3.7,4.1,5.9,8.5,16.4,23.3,30.1
1993,12.0,21.2,31.7,40.2,40.5,45.4,47.8,47.8,48.7
1994,4.7,8.0,10.2,10.5,13.3,14.0,18.0,19.0,19.2
1995,2.3,3.4,4.7,6.7,8.3,13.8,18.7,25.2,35.1
1996,4.3,4.7,4.7,5.4,8.8,10.9,21.8,24.6,33.5
1997,3.0,4.6,6.9,8.6,9.3,9.5,18.5,25.8,35.4
1998,4.2,5.9,6.5,8.3,11.1,13.9,31.3,45.5,56.3
1999,5.7,7.2,7.8,9.1,9.1,15.4,15.9,22.0,32.5
2006,4.0,5.6,8.2,9.0,10.2,13.4,13.4,19.0,24.4
