Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1973,7.6,10.7,16.0,24.1,36.6,41.9,58.2,65.3,66.0
1974,5.8,8.4,8.9,13.5,17.0,18.8,19.8,20.3,25.9
1975,10.7,20.3,20.3,21.1,22.1,24.9,35.6,51.6,66.0
1976,15.7,21.3,23.6,26.4,28.2,29.0,32.0,39.9,45.5
1977,6.1,7.1,9.9,14.5,17.3,17.8,29.7,31.7,52.3
1978,9.3,14.2,18.4,27.5,27.5,27.5,30.8,36.7,38.5
1980,5.8,8.8,11.7,20.6,32.3,38.1,43.6,44.2,45.2
1981,,,,18.5,24.2,26.2,41.7,47.3,47.3
1982,4.6,6.2,6.2,8.0,14.2,25.6,57.4,68.0,68.0
1983,5.0,7.6,10.8,17.4,26.7,38.0,38.0,40.4,43.6
1984,5.6,9.1,12.2,15.7,19.2,34.2,39.5,43.4,43.4
1985,4.7,6.5,8.1,11.5,14.2,15.1,30.6,38.3,39.4
1986,4.1,5.2,7.4,10.0,13.0,18.5,31.8,33.8,55.6
1987,7.0,9.9,10.8,16.9,23.7,31.0,34.2,35.6,55.1
1988,10.3,12.2,14.6,20.2,34.6,54.2,69.2,69.2,69.2
1989,9.8,16.4,21.2,24.5,24.5,24.5,,,55.5
1990,3.5,5.2,6.4,10.7,15.7,24.2,32.8,35.4,42.0
