Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1970,8.9,11.7,13.2,22.1,31.2,32.5,33.0,39.4,56.1
1971,3.0,4.8,6.6,7.1,7.9,14.0,26.7,49.8,76.5
1974,4.3,6.1,6.6,7.6,12.7,16.8,24.1,34.8,41.4
1975,5.3,6.9,8.9,9.9,12.7,15.5,32.5,47.2,65.3
1976,4.8,7.9,8.9,13.0,14.2,20.3,49.8,92.2,138.4
1977,3.0,4.8,6.3,6.9,10.4,15.7,31.2,39.4,44.7
1978,6.3,7.4,7.7,8.5,8.9,13.1,30.9,46.0,48.5
1979,6.1,8.5,12.2,19.3,23.5,27.8,43.1,53.3,67.4
1980,4.4,6.5,10.0,14.2,17.7,21.2,39.6,45.4,47.2
1981,7.6,10.4,12.3,18.0,22.1,27.7,52.6,63.1,71.4
1982,4.8,7.6,10.4,16.8,20.2,21.2,22.0,23.0,23.0
1983,3.3,5.5,6.1,7.8,10.6,14.4,30.4,31.8,32.6
1984,4.4,4.6,5.2,5.8,7.7,11.0,12.8,12.8,12.8
1985,5.3,7.9,11.9,19.9,22.7,27.6,56.0,71.8,74.2
1986,,,,,,,,,
1987,5.6,6.0,6.6,10.3,15.3,18.9,,,58.2
1988,2.5,3.3,4.0,5.5,8.6,13.9,19.8,28.3,48.3
1989,6.4,10.2,12.2,15.5,21.2,25.3,39.4,52.7,63.4
1990,9.7,10.7,12.8,16.7,17.7,17.7,,,48.6
