Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1964,1.8,2.5,3.8,6.3,9.4,13.2,30.7,45.5,48.0
1965,2.3,3.3,4.1,6.6,11.7,18.0,38.9,56.6,63.0
1966,1.8,2.8,3.8,5.3,9.7,16.5,38.9,53.8,59.2
1967,2.8,3.8,4.3,6.9,10.2,18.5,39.1,50.0,60.2
1968,4.3,6.6,7.4,9.9,11.2,15.2,36.6,60.7,79.5
1969,3.3,4.8,6.1,9.7,14.2,25.4,40.4,55.9,67.6
1970,2.0,3.3,4.1,6.1,9.4,13.0,26.2,35.8,38.1
1971,1.5,2.8,3.6,6.3,8.9,15.5,33.8,43.7,66.0
1972,2.8,4.1,5.3,7.6,12.7,18.3,41.4,67.6,86.6
1973,3.0,4.6,5.6,8.1,11.9,20.1,48.8,61.5,71.1
1974,3.8,5.1,7.1,13.2,23.9,37.6,37.6,58.9,69.6
1975,4.1,6.9,8.4,10.4,16.5,22.4,50.0,77.5,142.0
1976,2.0,3.3,4.1,7.6,11.7,18.3,36.3,52.3,65.8
1977,3.3,6.1,8.9,15.0,17.8,20.6,40.6,61.7,91.4
1978,3.0,4.6,6.5,9.7,13.7,17.8,36.9,45.2,58.9
1979,2.8,4.4,6.6,8.1,13.1,22.1,52.1,86.9,160.0
1980,3.2,4.8,5.4,9.3,14.9,23.9,48.1,68.8,96.0
1981,2.9,4.9,8.4,10.7,13.0,19.4,40.4,54.5,70.7
1982,5.9,8.5,10.4,14.8,21.8,27.4,39.6,77.2,98.7
1983,3.6,5.6,6.3,10.5,15.1,22.5,56.4,79.5,124.2
1984,6.7,6.7,6.7,9.4,18.5,29.2,55.4,96.6,152.7
1985,2.9,4.0,5.3,7.7,12.5,23.2,46.0,77.5,137.5
1986,3.2,4.8,5.8,9.0,17.3,27.2,54.4,88.2,124.7
1987,4.8,7.5,7.9,8.6,13.4,23.4,44.0,75.4,93.6
1988,2.4,3.2,4.2,8.2,14.3,21.2,41.7,58.8,81.7
1989,3.0,5.8,7.2,10.8,15.6,29.0,56.8,81.7,124.1
1990,3.7,4.3,4.9,8.2,13.3,23.8,54.2,101.2,173.1
1991,2.4,3.6,5.3,8.2,10.8,17.0,38.0,48.8,68.9
1992,4.8,8.4,11.0,13.6,17.5,23.6,40.4,55.4,64.7
1993,4.6,5.6,6.8,9.1,11.3,18.4,30.6,47.9,68.6
1994,2.7,3.4,4.4,7.2,11.9,17.9,39.2,69.1,122.7
1995,2.8,4.2,5.5,7.9,11.4,20.5,36.4,56.9,70.7
