Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1939,6.1,7.6,11.4,11.4,13.0,16.0,26.7,32.0,35.1
1941,3.6,5.1,6.6,8.1,13.5,19.6,35.1,39.1,58.7
1942,3.0,5.6,7.6,9.4,13.0,25.1,61.5,81.5,103.4
1945,4.1,4.3,4.6,4.6,7.4,14.0,24.1,25.7,30.0
1946,2.5,3.8,4.6,6.9,9.9,13.5,20.8,24.4,40.9
1947,4.1,6.6,8.6,13.2,14.0,14.2,32.3,32.3,32.3
1948,7.1,11.4,13.5,14.7,19.3,22.1,33.8,46.7,53.3
1949,15.2,22.9,27.9,40.6,46.2,46.5,51.1,51.6,52.3
1950,4.6,8.9,10.9,12.2,14.5,16.0,21.3,42.7,50.0
1951,4.6,7.6,9.7,12.7,20.8,,,,98.3
1952,7.6,8.6,11.2,15.7,17.5,18.0,23.6,27.7,29.5
1953,4.6,9.1,12.2,16.8,18.3,22.1,29.2,41.9,47.2
1954,4.3,7.1,7.9,9.9,11.2,18.0,27.2,37.3,41.4
1955,4.6,7.6,9.7,10.4,11.7,18.3,24.1,31.0,35.1
1956,2.0,3.3,4.8,7.4,14.5,16.3,21.3,26.9,31.0
1958,2.5,4.8,5.1,9.4,12.4,19.3,40.4,44.7,49.5
1959,2.8,5.1,5.3,5.8,7.6,10.9,25.9,32.3,38.1
1960,5.6,6.3,6.3,8.1,9.4,14.7,31.5,33.0,33.0
1961,3.6,5.3,7.6,13.7,18.8,31.2,33.3,33.5,38.9
1962,6.3,12.7,15.2,25.1,27.2,31.2,31.2,32.8,36.6
1963,8.4,10.7,12.4,15.2,15.5,23.1,46.7,49.5,49.5
1964,4.1,5.8,6.3,8.4,10.9,19.6,35.3,38.4,38.9
1965,2.5,2.8,3.3,5.8,8.4,13.2,24.9,39.1,39.9
1966,9.1,12.7,14.7,17.8,17.8,20.1,26.9,37.3,38.9
1967,4.3,6.1,7.6,9.9,10.9,13.0,29.5,35.6,39.1
1968,8.6,9.1,9.1,9.7,10.4,12.4,21.6,37.8,45.0
1969,3.6,6.6,6.6,6.6,9.1,14.2,23.4,36.3,45.0
1970,2.8,5.1,6.1,9.1,13.2,15.7,21.6,27.4,45.0
1971,3.0,3.3,3.6,5.1,7.6,12.4,26.7,43.4,55.9
1972,2.0,2.8,3.0,4.1,6.3,9.7,16.3,20.6,30.2
1973,4.3,6.9,8.9,14.7,18.5,22.1,29.7,40.6,46.0
1974,2.5,3.6,4.6,7.6,11.9,17.0,21.1,27.9,36.8
1975,5.1,6.3,7.1,10.2,12.4,14.5,26.7,37.6,41.7
1976,4.3,6.1,6.1,8.4,11.9,17.8,24.4,33.8,38.6
1977,5.1,5.6,6.6,8.4,10.7,16.5,29.7,37.6,38.9
1978,5.3,5.9,6.9,7.3,9.2,12.9,20.8,21.2,21.2
1979,6.1,8.7,9.3,10.3,13.1,19.1,26.0,31.1,40.8
1980,5.8,8.3,8.7,11.4,15.4,23.9,30.3,47.0,59.3
1981,2.8,4.4,5.9,7.9,12.9,16.6,29.8,38.1,70.1
1982,2.9,3.9,4.3,6.2,9.3,12.3,23.8,33.0,42.0
1983,4.6,6.9,8.4,13.4,15.2,15.6,26.0,33.8,40.8
1984,5.2,6.3,7.5,8.4,10.0,19.2,36.8,37.4,46.6
1985,4.1,4.8,5.2,6.4,10.3,16.5,24.4,36.0,38.2
1986,5.4,7.9,8.3,10.9,15.1,24.2,46.7,64.6,68.9
1987,2.1,3.1,3.7,6.2,10.7,16.9,29.1,35.9,45.4
1988,4.2,6.0,8.9,14.7,18.3,28.5,45.8,46.0,52.8
1989,3.9,7.7,10.7,15.8,20.2,21.3,30.7,43.9,55.4
1990,5.6,7.5,8.1,10.1,11.0,12.3,23.3,43.3,75.4
1991,4.7,6.6,6.6,7.7,11.9,17.8,31.4,33.8,45.9
1992,4.4,7.4,11.1,12.5,12.5,17.5,42.6,61.2,64.2
1993,3.2,5.3,7.8,10.8,17.0,27.7,48.9,53.7,60.6
1994,3.3,6.6,7.2,7.6,11.4,16.5,20.1,26.6,32.8
1995,7.9,8.1,8.3,9.2,10.6,15.8,39.6,65.6,71.5
1996,6.3,9.3,10.5,11.2,14.6,19.6,34.2,50.3,67.5
1997,3.8,5.8,6.2,8.8,12.0,16.7,31.6,54.8,57.6
1998,8.0,10.7,12.3,18.5,18.5,18.7,33.1,40.7,59.1
1999,3.2,4.3,5.6,8.6,12.8,18.2,25.8,44.1,57.0
2000,6.8,12.2,13.2,19.8,24.5,28.4,32.0,33.4,41.0
2001,3.0,4.0,4.9,9.6,10.6,14.6,24.3,,33.8
2002,8.0,10.8,13.9,18.4,21.1,32.9,37.6,37.6,45.2
2003,3.9,4.5,6.0,9.4,14.0,20.9,44.3,61.8,89.1
2004,3.5,5.4,7.9,11.0,14.0,19.7,34.4,44.6,68.4
2005,7.8,7.8,11.2,16.0,19.4,32.6,37.8,38.2,43.2
2006,4.0,5.4,5.4,7.6,12.2,20.8,35.0,44.0,52.0
2007,3.6,5.2,7.0,8.0,11.6,18.0,41.2,48.8,51.4
2008,6.4,11.6,14.4,15.6,18.4,20.0,37.4,49.8,54.2
2009,3.0,4.8,6.4,11.2,18.2,29.8,53.2,58.6,59.0
2010,7.0,13.4,18.0,20.0,20.0,20.2,40.2,70.4,98.4
2011,5.8,7.6,8.2,10.2,13.0,20.2,39.2,46.8,48.2
2012,4.2,6.4,8.4,14.2,16.8,27.6,39.0,41.8,42.8
2016,10.6,11.4,11.8,11.8,12.0,19.0,50.0,89.0,127.8
2017,6.0,8.0,8.4,9.6,15.6,26.2,32.8,32.8,33.0
