Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1982,6.1,10.8,15.9,16.3,16.4,16.5,21.3,24.7,25.5
1983,6.0,9.8,11.0,11.0,11.2,15.3,26.5,34.1,39.0
1984,4.2,5.0,6.0,10.2,12.9,18.8,28.7,30.6,34.2
1985,5.9,9.4,11.3,13.9,18.4,26.0,35.8,45.7,62.0
1986,7.8,10.8,11.6,15.6,18.8,30.6,31.9,31.9,40.6
1987,,,,,,,,,
1988,9.0,9.7,11.7,14.3,15.3,18.9,22.3,26.2,33.4
1989,8.1,15.0,22.5,29.3,45.0,52.5,55.0,55.0,56.4
1990,10.7,16.0,21.2,33.4,42.4,47.5,49.0,49.0,49.0
1992,6.2,11.7,13.2,24.0,24.4,24.6,32.9,42.8,47.4
1993,4.3,6.3,8.7,12.2,12.8,12.9,19.4,21.6,25.0
1994,15.0,19.9,24.4,30.8,34.6,37.9,48.6,51.3,54.5
1995,4.1,5.8,8.6,14.6,18.5,24.5,28.6,29.1,29.1
1996,12.1,13.7,14.8,20.4,34.8,53.0,59.4,,75.2
1997,5.3,8.3,12.1,18.5,23.7,26.0,34.2,34.6,42.0
1998,9.1,12.4,14.2,20.3,27.0,27.0,33.6,33.8,48.4
1999,9.3,14.5,20.0,24.8,28.3,33.5,42.4,58.6,70.4
