Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1966,7.9,13.2,17.3,21.8,22.4,35.3,47.0,47.0,47.2
1967,11.9,15.5,16.8,22.1,29.0,34.5,45.2,52.1,54.9
1968,11.9,20.8,23.9,28.4,32.3,42.2,48.0,48.0,48.0
1969,8.1,8.6,8.9,13.5,17.5,25.7,31.7,32.3,40.1
1970,4.6,5.8,7.9,11.7,20.6,22.1,22.9,32.8,36.3
1971,8.4,10.2,11.9,19.0,22.6,25.7,32.0,42.7,55.4
1972,6.3,8.4,12.7,21.1,27.9,28.4,28.4,39.6,40.1
1973,15.7,20.6,24.1,29.7,31.7,33.0,40.9,45.7,49.3
1974,6.3,10.7,12.4,14.2,21.8,27.4,47.2,52.8,57.4
1975,13.5,17.3,21.1,32.0,52.1,63.5,82.3,86.6,86.6
1976,6.1,11.7,13.2,14.2,17.8,21.6,34.0,36.6,45.7
1977,,,14.7,18.8,18.8,18.8,18.8,28.4,28.4
1978,5.5,9.2,9.9,14.1,20.0,20.2,23.8,28.3,41.9
1979,3.1,4.7,5.3,9.2,11.2,20.1,24.3,25.4,39.4
1980,6.1,10.8,15.0,24.2,29.7,29.8,31.7,34.0,60.2
1981,,,,,11.8,17.4,31.0,45.7,47.7
