Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1964,7.6,8.9,11.4,13.0,13.0,13.0,13.5,14.5,17.0
1965,3.6,3.8,4.3,6.6,8.1,8.6,9.4,9.4,9.4
1967,2.3,2.8,4.1,7.1,11.7,14.5,17.8,18.0,18.0
1968,1.8,2.3,2.5,3.6,4.1,5.6,9.7,13.7,18.8
1970,2.0,3.0,4.1,6.9,6.9,8.4,8.9,12.2,14.5
1971,2.8,3.3,3.6,5.8,7.4,9.1,11.2,14.2,16.3
1974,3.6,5.1,5.1,7.6,9.7,14.5,15.2,15.2,15.5
1975,1.8,2.8,3.6,4.1,5.1,8.1,15.5,22.6,23.9
1976,1.8,2.5,3.9,4.1,5.3,8.9,12.7,12.7,16.0
1977,5.1,8.4,9.7,10.2,12.2,13.2,15.2,21.1,21.6
1978,3.7,7.0,8.1,9.3,9.5,9.6,9.8,9.8,10.4
1981,2.7,2.8,3.5,3.8,4.5,7.5,14.2,14.6,16.7
1982,,,,,2.3,3.0,3.6,5.9,9.2
1983,,,,,5.0,8.2,12.2,19.2,25.4
1984,1.7,2.8,3.4,3.7,5.7,6.7,9.6,10.0,10.0
