Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1985,4.7,6.5,9.8,14.3,19.3,23.7,23.8,24.7,28.8
1987,4.2,5.4,6.9,10.0,11.6,13.8,27.6,36.1,58.8
1988,9.6,13.9,18.0,22.2,27.7,34.2,39.3,39.7,73.5
1989,13.0,19.0,20.0,21.0,21.7,21.8,30.7,30.7,39.4
1990,5.9,9.7,13.9,20.0,21.5,21.7,21.7,29.9,31.8
1991,3.7,7.3,9.8,11.6,13.8,21.5,25.0,30.2,37.2
1992,5.3,10.0,12.7,16.7,25.1,29.2,32.0,35.1,36.0
1993,4.7,6.8,8.7,13.0,17.9,23.3,,,50.2
1994,7.9,11.0,14.5,20.9,28.1,28.8,,,58.8
1995,7.7,10.9,15.1,20.5,20.9,27.1,58.0,69.4,74.0
1996,8.0,12.8,17.6,23.6,34.5,40.9,55.0,57.6,63.7
1997,6.9,11.9,13.7,21.8,36.3,39.3,60.1,82.2,90.8
1998,8.4,12.3,15.9,22.8,35.3,39.8,44.7,44.7,67.7
1999,6.9,8.2,9.5,11.8,13.8,17.7,,,38.8
