Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1970,7.4,14.7,18.0,21.6,24.9,31.2,43.7,69.8,72.9
1971,3.6,4.6,5.6,8.1,8.4,12.4,16.5,16.8,19.3
1972,3.6,6.9,6.9,9.1,15.0,18.5,22.1,23.9,40.6
1973,1.8,2.0,2.5,3.3,5.3,6.3,13.0,19.3,19.3
1974,6.6,7.9,8.6,12.4,16.0,18.5,21.6,29.5,36.3
1975,5.8,8.4,9.7,10.2,13.7,15.0,17.0,20.1,25.4
1976,5.6,9.7,14.5,21.6,23.6,24.9,24.9,24.9,25.9
1977,4.3,6.1,7.1,7.6,8.9,13.0,24.4,27.7,29.0
1978,7.4,8.9,9.8,10.2,11.4,17.6,17.6,25.4,36.6
1979,6.5,8.1,8.7,9.5,10.1,10.4,13.3,13.3,14.7
1980,8.9,9.1,9.3,9.3,11.9,15.1,26.8,27.1,34.0
1981,8.0,11.2,14.7,15.9,21.6,22.2,22.7,26.5,32.0
1982,5.1,6.5,6.5,12.0,13.2,19.6,27.8,27.8,33.0
1983,5.0,10.0,10.9,11.6,12.7,15.9,22.2,28.9,35.5
1984,3.5,4.3,5.8,7.3,8.7,10.9,20.3,35.0,35.4
1985,3.2,4.2,4.2,4.4,6.0,6.5,12.6,13.8,14.0
1986,7.2,11.0,11.9,12.5,14.0,16.5,22.5,23.3,36.8
1987,3.5,4.8,5.3,8.2,8.9,11.7,18.2,23.8,25.0
1988,12.0,15.0,15.3,18.0,34.7,35.0,37.0,37.0,37.0
1989,4.1,5.5,6.1,6.3,7.9,11.0,29.3,42.4,48.4
1990,10.6,21.2,24.7,27.8,30.9,31.4,32.6,32.6,32.6
1991,9.4,12.5,15.4,22.3,24.5,29.5,35.7,35.7,45.2
1992,6.3,9.8,10.6,12.2,17.4,17.6,18.5,26.4,27.2
1993,4.9,5.9,8.9,11.1,15.2,19.0,40.0,67.9,73.9
1994,8.8,9.9,10.2,11.5,12.6,12.8,22.4,31.7,39.5
