Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1951,5.1,6.6,7.6,8.9,10.4,15.7,23.4,23.9,25.7
1955,5.1,8.1,10.7,10.7,15.7,19.3,39.4,40.4,40.4
1956,6.6,9.1,10.2,19.6,25.7,29.7,55.1,55.6,55.6
1957,4.6,4.6,6.6,10.2,15.0,26.2,34.3,64.5,85.6
1961,10.4,12.4,15.0,20.8,23.1,35.8,61.5,62.2,80.5
1962,3.0,5.6,8.1,11.2,11.4,18.3,22.4,22.4,27.7
1964,10.7,13.5,15.2,19.3,19.6,19.6,21.6,30.2,32.8
1965,8.6,10.7,12.7,14.7,20.8,29.2,31.5,40.4,55.4
1966,4.6,7.1,10.7,21.3,25.4,25.7,34.3,42.4,42.4
1970,8.4,15.7,20.8,39.4,45.7,51.3,60.2,60.2,63.2
