Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1967,4.1,5.3,7.9,14.0,19.3,22.4,27.2,28.7,28.7
1968,3.8,6.3,7.6,10.4,15.0,15.7,27.4,29.7,35.6
1969,4.1,6.6,7.4,9.4,12.7,16.8,23.1,24.9,29.2
1970,5.3,5.8,7.1,10.4,13.5,20.6,28.4,35.3,42.9
1971,5.1,5.1,6.3,7.6,9.1,14.2,26.4,31.7,32.3
1972,5.1,6.9,9.4,11.7,13.2,17.0,24.1,33.5,35.1
1973,4.3,8.1,11.9,17.8,24.4,40.6,62.5,83.6,83.8
1974,10.7,12.7,14.2,16.8,18.8,23.9,26.9,27.4,33.5
1975,12.4,17.5,22.6,22.6,22.6,22.6,27.2,43.4,65.3
1976,7.1,9.7,10.7,12.2,13.7,17.0,24.4,27.2,30.2
1977,8.4,9.1,9.1,9.1,11.4,17.5,24.1,30.0,35.6
1978,7.4,7.6,7.8,7.8,9.2,12.2,20.1,27.8,31.7
1979,5.0,7.6,11.2,15.7,22.0,27.8,37.6,47.9,52.9
1980,11.2,13.7,17.3,24.1,24.2,24.9,25.8,29.0,39.0
1981,,,,,20.2,23.7,24.4,45.7,53.7
1982,4.5,8.4,11.3,21.2,26.4,33.2,58.1,68.0,79.2
1983,10.6,13.0,18.2,23.6,23.9,23.9,40.5,55.9,61.3
1984,7.8,10.7,12.2,13.0,14.1,14.7,25.2,37.9,49.0
1985,3.5,6.3,9.3,10.0,10.2,14.5,27.7,46.9,54.0
1986,5.8,6.8,8.7,11.8,14.6,22.0,25.8,31.6,49.4
1987,8.4,10.0,11.0,12.2,14.9,15.1,18.8,29.8,36.6
1988,5.1,8.7,11.6,15.5,18.7,22.5,26.4,30.6,31.2
1989,9.5,10.4,12.9,12.9,13.0,15.1,23.2,33.8,40.9
1990,13.0,14.8,22.0,22.3,22.4,24.0,34.9,38.4,39.6
1991,10.9,15.3,20.1,22.2,22.3,22.6,22.8,22.9,27.5
1992,6.8,10.0,14.8,29.6,32.5,33.2,33.2,33.2,34.8
