Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1973,4.6,7.6,11.2,15.2,15.2,15.2,18.0,26.9,30.2
1974,5.1,8.4,10.7,13.0,20.6,29.0,47.0,52.1,53.6
1976,4.6,5.8,7.1,11.7,20.3,24.4,31.2,40.4,46.5
1977,4.8,5.6,7.9,12.4,12.7,12.7,19.0,27.7,44.2
1978,2.9,3.3,4.2,6.2,7.8,8.0,14.9,19.2,21.4
1980,3.4,6.8,8.1,11.2,12.0,13.3,27.8,36.4,47.6
1981,4.8,7.9,10.4,19.3,22.9,26.6,28.2,29.8,29.8
1982,2.1,3.2,3.2,4.4,6.5,7.6,17.7,24.8,26.0
1983,5.8,6.0,6.2,8.4,11.5,13.9,23.0,33.2,36.6
1984,9.0,11.5,13.3,16.3,16.3,16.3,16.3,25.7,39.9
1985,4.2,4.6,6.4,7.1,7.1,12.1,25.7,31.2,41.2
1986,2.7,5.2,6.2,7.1,7.3,7.8,9.3,15.4,25.7
1987,5.4,9.8,14.1,18.8,21.4,24.2,25.5,47.0,51.2
1988,2.8,3.9,4.6,6.7,10.1,12.9,19.2,24.4,28.4
1989,11.0,12.4,12.4,15.8,16.8,17.9,18.2,22.3,28.6
1990,6.8,9.9,10.8,12.2,12.3,12.5,19.0,29.6,43.9
1991,5.3,6.9,7.1,7.4,7.4,7.4,16.1,17.4,27.5
1992,7.3,11.5,14.5,17.0,17.2,17.2,17.8,25.3,29.2
1993,2.8,4.9,7.3,10.1,12.1,16.2,23.8,38.6,57.4
1994,2.9,4.7,6.2,7.6,8.4,12.1,22.2,32.5,45.3
1995,7.8,10.6,12.4,19.3,22.4,22.4,22.4,25.3,30.2
2000,2.7,3.8,4.0,5.1,6.2,8.1,16.5,22.5,28.7
2001,1.6,2.5,3.3,4.1,7.5,10.0,19.0,27.5,45.7
2002,4.3,4.9,5.1,5.9,5.9,10.0,20.8,28.2,36.2
