Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1967,13.2,17.3,17.5,18.0,18.0,25.7,32.0,54.1,55.4
1968,5.3,7.9,7.9,8.1,8.9,13.0,22.9,31.0,36.8
1969,9.7,18.3,24.9,32.5,40.9,42.4,44.4,44.7,52.6
1970,8.6,11.4,12.7,16.5,18.0,21.8,27.4,40.1,51.3
1973,7.6,11.9,14.0,22.4,26.4,30.7,52.8,61.5,63.0
1974,8.6,12.2,15.7,21.3,25.7,27.4,35.8,43.7,49.0
1975,6.3,8.6,11.4,19.8,31.2,49.8,61.2,70.4,70.9
1977,9.7,13.7,15.2,20.1,34.0,37.8,38.9,38.9,42.7
1979,7.0,10.6,14.0,24.6,35.0,53.0,64.7,78.5,78.8
1980,6.0,8.0,9.8,13.0,17.0,19.5,21.8,25.3,30.0
1981,,,,,22.2,38.0,63.4,63.8,65.2
1982,3.3,5.8,7.3,8.6,14.3,21.7,25.0,25.0,25.2
1983,4.2,6.4,7.8,9.1,17.0,21.4,24.8,36.4,63.5
1984,11.2,14.1,16.2,18.2,20.2,21.2,21.7,29.1,30.4
1985,,,,,,,,,
1986,,,,,,,,,
1987,13.1,17.5,20.9,39.7,54.4,55.7,55.9,56.0,56.0
1988,5.2,8.1,10.5,14.0,14.0,17.2,30.8,31.6,39.3
1989,7.7,11.8,14.7,28.5,41.1,45.4,46.0,46.0,52.8
1990,6.9,10.4,13.3,20.0,25.0,30.0,39.4,63.8,64.0
1993,5.6,9.9,12.9,14.7,17.2,18.7,37.5,57.7,65.3
1994,8.7,12.8,15.7,18.3,19.8,25.5,44.4,45.2,48.9
1995,14.8,22.6,29.4,43.7,45.0,46.5,52.1,52.1,52.1
1998,6.0,6.4,7.1,9.7,12.6,17.7,26.4,,30.6
1999,4.2,7.5,9.4,12.9,18.4,28.8,48.4,48.8,49.0
