Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1973,5.8,7.9,10.7,12.4,21.3,37.1,42.9,42.9,42.9
1974,6.1,8.9,11.2,15.0,21.8,24.6,37.8,38.6,40.9
1975,11.7,18.3,18.5,19.0,21.1,27.9,31.2,31.2,31.2
1976,6.1,7.6,8.6,13.2,17.5,19.8,24.9,25.4,27.2
1977,5.1,7.1,10.7,16.0,20.3,28.4,51.1,69.8,70.1
1978,4.7,6.6,8.3,12.6,14.6,14.8,15.7,23.7,30.1
1979,4.8,7.5,8.7,11.0,12.9,14.0,25.0,38.1,39.2
1980,5.2,9.1,12.0,22.9,35.0,42.0,46.9,46.9,57.4
1981,8.2,9.3,10.0,10.8,17.5,17.8,26.8,38.3,46.4
1982,5.4,10.6,14.9,26.0,34.1,34.5,36.8,37.1,38.4
1983,11.6,20.2,26.3,26.9,29.7,47.9,52.0,52.0,52.2
1984,6.0,10.7,13.0,18.8,25.2,38.9,42.9,43.1,55.3
1985,5.1,10.1,13.1,20.4,29.5,30.1,30.3,30.5,30.5
1986,5.8,8.9,11.3,17.7,18.5,24.2,31.4,35.3,43.7
1987,8.2,11.7,11.7,12.0,19.4,23.7,25.2,31.2,39.3
1988,10.9,13.1,15.3,23.5,23.8,23.8,24.0,24.0,30.2
1989,7.1,11.8,16.5,22.9,30.0,50.0,59.5,63.0,63.0
1990,6.2,6.6,7.6,9.5,12.8,19.2,19.7,28.5,32.0
1991,3.9,5.2,5.9,7.4,8.9,9.8,20.8,22.3,28.4
1992,3.9,6.4,9.6,16.3,21.1,26.2,34.2,36.7,53.0
1993,15.9,19.1,21.6,26.0,27.0,27.6,28.3,30.8,40.4
1994,7.1,8.8,11.2,14.1,21.9,23.2,27.1,39.4,50.0
1995,8.2,11.6,11.8,17.2,26.8,31.4,45.8,59.7,62.1
1997,5.5,8.0,9.0,11.0,15.6,20.4,24.0,24.1,42.5
