Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1974,8.9,13.2,16.0,17.3,21.6,24.1,25.7,42.9,50.3
1975,7.6,13.0,16.0,18.3,20.6,23.1,32.8,37.6,42.2
1976,6.6,11.9,16.0,31.2,34.0,35.1,35.8,44.4,44.4
1977,4.3,7.9,11.2,14.0,18.3,23.6,24.6,26.9,51.8
1978,9.5,12.2,13.2,14.4,15.2,17.4,30.7,48.9,55.7
1979,4.5,5.7,6.0,9.6,16.0,17.9,26.4,33.7,59.2
1980,9.7,9.7,9.7,9.8,13.6,14.0,21.1,21.3,22.4
1981,11.0,11.8,12.6,14.0,16.8,24.4,36.3,39.4,49.4
1982,5.0,6.0,6.8,7.5,12.8,16.3,19.8,26.7,32.5
1983,10.5,16.3,20.5,22.4,25.5,27.7,30.4,40.4,45.4
1984,4.7,7.9,9.4,9.4,14.0,23.2,31.6,40.8,53.9
1985,3.8,4.7,5.0,5.0,6.5,9.2,19.2,25.2,25.4
1986,3.7,6.4,7.3,9.2,10.5,17.0,21.0,22.0,28.3
1987,7.9,13.3,14.2,14.5,14.7,14.8,17.4,23.7,27.0
1988,9.1,13.2,14.6,16.0,16.0,16.5,19.4,20.0,25.8
1989,5.3,8.4,9.3,10.4,11.8,13.9,24.5,25.8,28.1
1990,5.1,5.4,7.3,10.0,11.0,13.7,15.4,15.4,27.8
1991,9.5,19.0,19.3,19.3,19.5,19.5,28.5,30.9,32.5
1993,5.2,5.6,5.8,6.3,6.8,12.0,28.7,52.5,74.5
2006,6.2,10.0,14.2,20.0,20.0,39.2,39.2,39.2,51.8
2008,10.2,18.0,21.2,22.0,22.0,28.2,35.2,36.0,36.8
2012,11.6,18.8,24.0,32.8,38.4,40.0,40.6,40.8,55.4
2013,4.2,7.8,10.0,12.8,16.2,19.4,29.8,44.4,53.0
2014,8.8,9.4,9.4,10.0,11.0,12.4,23.8,35.2,46.2
2015,5.8,9.2,11.6,15.8,19.4,26.4,60.6,80.6,99.2
2016,4.4,6.2,8.0,9.4,12.4,19.8,23.8,25.6,49.0
2017,4.0,4.4,4.4,6.4,8.2,8.2,20.0,27.0,28.2
