Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1968,8.9,9.4,10.4,15.0,17.3,20.8,38.9,44.2,49.8
1969,4.6,7.6,11.4,14.5,19.6,19.6,23.9,26.7,33.8
1970,9.1,10.9,10.9,11.2,11.2,14.2,24.1,31.7,37.8
1971,8.1,9.9,10.4,11.9,15.5,26.4,29.2,47.0,51.1
1972,5.6,6.6,7.4,10.9,14.0,20.1,24.6,29.0,29.5
1973,5.8,7.4,8.9,11.4,14.2,20.1,34.3,34.8,35.1
1974,7.1,7.1,7.6,11.7,15.7,21.3,51.6,55.4,58.9
1975,13.0,15.7,17.3,19.8,19.8,19.8,26.2,48.5,65.8
1976,5.6,5.8,5.8,6.9,9.4,14.7,22.1,30.0,36.3
1977,4.8,7.4,8.1,10.7,12.7,21.3,32.3,32.5,36.3
1978,14.7,17.2,17.6,17.6,17.7,17.9,25.6,34.5,50.4
1979,7.3,9.0,10.7,12.4,13.3,13.3,19.5,26.7,30.4
1980,7.5,8.3,12.5,17.7,20.8,25.4,25.4,29.0,29.0
1981,6.4,6.8,7.2,10.8,12.2,14.5,18.0,25.8,31.6
1982,10.5,10.8,11.2,13.4,17.5,21.7,23.2,25.5,31.4
1983,7.9,8.8,9.5,12.1,12.5,13.3,26.5,,
1984,4.5,6.0,7.4,9.8,12.1,16.0,20.5,30.6,40.3
1985,10.2,11.4,15.5,17.7,27.5,33.3,58.4,74.4,79.2
1986,7.7,9.5,11.5,23.0,25.4,49.5,113.9,122.2,132.7
1987,12.0,13.6,15.1,23.9,25.2,26.1,29.7,30.4,33.9
1988,11.7,13.2,16.2,24.7,25.5,25.9,28.1,29.0,41.3
1989,8.5,10.2,12.5,16.0,17.7,17.7,30.8,30.8,33.2
1990,8.6,10.8,16.2,16.7,17.7,23.4,50.9,72.0,80.6
1991,5.5,7.6,10.3,11.9,17.8,27.1,34.2,36.6,46.8
1992,2.8,4.3,6.4,12.8,21.4,30.0,36.0,36.2,40.8
1993,5.0,6.8,10.2,14.1,14.1,14.1,24.2,29.6,30.4
2001,8.0,13.0,13.6,13.8,13.8,16.2,25.8,30.7,36.6
2002,7.4,12.4,14.8,16.0,19.8,33.6,37.3,37.9,38.1
2004,4.6,6.2,8.4,10.6,14.2,15.4,21.0,26.4,35.4
2005,13.2,18.0,20.4,22.2,24.6,25.4,30.8,40.6,47.0
2006,12.4,15.0,18.2,20.4,20.4,21.4,21.8,21.8,22.6
2007,8.4,10.8,12.2,14.0,18.0,19.6,40.2,48.8,51.4
