Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1924,3.8,5.6,7.4,12.2,21.8,31.0,65.0,105.7,123.7
1925,6.9,12.2,13.7,14.0,20.1,26.4,40.6,46.0,48.3
1927,5.3,7.6,9.1,17.3,29.7,33.3,56.9,67.6,84.6
1932,7.4,12.7,18.0,32.8,44.7,50.8,55.6,85.6,92.7
1933,7.9,11.7,15.0,21.8,30.5,49.8,56.6,71.9,101.1
1934,7.1,10.9,12.4,16.8,19.3,21.1,36.6,47.8,56.4
1935,7.1,12.2,12.7,13.7,18.3,24.1,39.6,51.1,66.8
1936,4.3,6.9,8.9,16.0,19.3,27.2,33.0,39.9,51.1
1937,3.6,5.8,7.9,12.2,16.0,21.8,29.0,40.4,48.0
1938,6.6,11.7,17.0,23.4,27.9,31.7,48.5,74.2,77.7
1941,6.3,11.4,16.3,18.8,21.1,22.9,35.6,54.4,66.5
1942,5.6,7.6,8.1,9.7,13.5,22.1,33.0,43.9,50.0
1943,5.6,7.6,10.7,16.0,26.4,39.1,82.5,134.1,148.6
1944,4.3,6.9,9.4,13.2,25.9,40.1,51.3,54.4,57.4
1945,5.3,6.1,7.9,8.1,12.4,22.1,42.2,43.9,53.8
1946,5.6,9.7,11.4,11.7,15.5,20.3,29.0,40.9,46.7
1947,4.1,5.6,6.9,10.9,20.1,33.8,60.2,71.1,78.2
1948,8.4,11.2,12.4,15.7,19.6,31.0,40.9,57.4,65.8
1949,7.9,9.9,10.9,11.4,11.9,20.6,39.4,60.5,73.2
1950,4.6,7.1,8.6,11.2,17.3,24.9,42.4,61.0,93.5
