Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1970,6.1,8.4,9.1,10.7,14.7,15.5,17.3,27.2,37.8
1971,6.1,9.4,12.4,14.0,15.7,16.8,20.6,26.4,36.8
1972,3.3,3.6,4.3,5.1,6.1,9.1,16.0,16.0,16.0
1973,19.3,26.7,32.0,45.5,47.0,64.8,80.0,80.8,80.8
1974,6.3,6.9,9.7,17.0,27.9,40.4,52.1,54.4,54.6
1975,6.6,9.4,11.7,15.0,16.0,21.1,24.4,26.2,39.1
1976,7.1,14.2,19.0,25.4,30.7,34.0,44.2,44.4,45.0
1977,6.3,7.1,7.6,8.4,10.4,16.5,22.1,29.5,42.2
1978,8.1,12.1,15.4,19.8,24.0,24.9,39.9,39.9,40.9
1979,7.3,8.4,10.2,10.8,10.8,17.4,18.4,26.2,31.5
1980,7.4,9.7,12.2,17.9,25.8,29.5,37.3,37.3,46.4
1981,9.8,15.0,19.7,27.3,41.2,43.6,44.7,49.5,55.1
1982,12.0,17.5,19.3,21.3,24.4,24.9,27.7,37.8,62.1
1983,7.2,9.6,14.4,22.6,33.0,47.3,56.6,56.6,57.0
1984,8.4,10.8,12.5,12.5,12.6,13.7,34.4,37.4,41.9
1985,2.8,3.6,3.8,5.2,8.7,10.9,16.4,22.0,24.8
1986,3.5,6.4,8.8,9.4,9.8,14.2,22.4,35.4,36.4
1987,5.2,6.2,8.2,10.4,12.1,14.9,28.7,31.8,43.6
1988,4.2,8.3,8.7,9.6,10.9,14.8,38.3,43.8,51.0
1989,11.5,14.9,18.3,19.7,20.7,22.2,27.4,31.8,39.8
1990,6.6,10.4,11.0,11.0,15.2,19.0,23.0,23.7,25.4
1991,8.1,12.0,12.7,13.4,15.7,17.8,24.8,32.9,38.3
1992,8.3,8.8,8.8,8.8,9.5,13.2,,,74.6
1993,3.6,7.1,8.5,9.7,12.1,16.8,33.6,48.0,77.8
1994,7.3,12.7,14.9,16.8,18.3,21.7,32.3,34.2,34.2
1995,8.4,10.6,11.7,15.8,19.6,24.9,29.8,35.5,35.5
1996,5.5,8.6,10.1,15.4,18.9,22.9,28.8,49.3,52.6
1997,5.0,6.2,6.7,10.5,15.3,19.3,25.2,33.0,42.5
1998,10.2,14.7,18.4,28.2,29.2,40.6,48.0,58.2,68.3
1999,5.0,8.2,9.4,10.9,10.9,13.1,,,38.0
2000,11.1,14.2,15.0,17.0,17.0,17.0,20.0,31.2,34.0
2001,9.7,12.4,12.4,12.4,12.4,12.4,15.6,17.1,17.1
2002,4.6,7.8,8.7,11.9,13.0,17.3,24.0,24.9,27.5
2003,5.7,8.7,12.9,17.2,19.8,20.9,26.9,27.9,27.9
