Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1970,,,,,7.1,9.4,9.7,14.2,20.6
1971,,,,,10.2,12.4,18.3,31.2,35.1
1972,,,,,8.4,13.0,22.4,28.4,38.1
1973,,,,,5.3,8.6,15.2,20.1,27.7
1974,,,,,20.8,21.1,31.0,31.0,32.3
1975,,,,,8.1,10.2,20.1,33.0,36.1
1976,,,,,19.6,23.6,31.2,44.7,73.2
1977,,,,,6.3,11.9,24.1,37.6,46.5
1978,,,,,8.1,10.0,12.1,18.6,21.6
1979,,,,,19.4,22.2,25.2,27.2,31.1
1980,,,,,21.3,21.3,30.0,32.4,33.0
1981,,,,,6.3,7.3,9.2,10.4,12.9
1982,,,,,11.7,17.3,31.0,47.0,47.0
1983,,,,,10.7,17.7,28.3,45.4,55.5
1984,6.7,9.5,11.3,14.3,15.5,15.5,15.7,24.7,32.0
1985,3.4,3.4,3.4,4.6,7.6,9.7,19.5,26.1,38.3
1986,4.1,4.1,4.1,4.1,6.0,6.8,13.8,13.9,16.5
1987,3.3,4.6,5.9,7.4,9.4,12.8,,51.0,64.4
1988,,,,,,,,,41.8
1989,8.2,9.0,9.2,9.2,9.2,13.2,,,39.6
1990,3.1,5.4,5.6,8.0,13.1,21.0,23.9,24.0,28.9
1991,3.4,4.6,5.3,5.9,7.1,10.1,11.2,14.4,24.8
1992,2.2,3.3,4.3,6.8,7.6,7.6,9.0,13.4,19.4
1993,3.3,4.5,5.4,5.8,6.9,10.8,23.4,33.1,35.1
1994,2.8,4.5,5.7,7.0,8.2,12.4,26.5,37.0,46.8
1995,6.0,7.2,9.2,12.8,15.8,22.8,32.4,46.4,56.0
1996,2.8,3.5,4.5,6.1,6.6,9.4,22.3,26.3,33.3
1997,8.8,9.5,13.9,17.1,17.1,17.1,17.6,21.0,22.4
1998,4.4,4.9,5.2,5.5,5.9,7.6,12.1,19.5,29.6
2000,2.6,3.2,3.2,3.2,5.2,9.4,22.0,34.0,44.0
2001,4.0,6.4,8.6,10.0,10.0,12.0,21.8,37.1,50.6
2002,3.0,4.0,4.2,4.6,5.9,8.1,13.9,20.0,27.5
2003,4.5,6.6,7.4,9.1,10.1,10.9,23.3,27.1,32.3
2004,10.2,12.8,13.8,16.0,16.2,19.3,19.5,27.1,34.3
2005,4.4,5.9,7.3,8.2,8.6,12.4,20.3,21.9,27.9
2006,2.0,3.0,3.5,4.3,5.3,9.1,15.9,22.9,26.3
2007,7.1,13.7,17.5,20.0,24.2,26.5,27.5,40.9,52.3
2008,2.8,4.0,5.4,8.4,11.4,11.6,14.2,23.6,26.8
2009,4.8,7.4,8.5,13.6,17.3,19.5,24.7,36.4,49.1
2010,2.4,4.0,5.0,5.0,6.1,10.2,18.8,20.8,22.1
2011,4.5,7.0,9.4,18.2,28.0,35.6,48.4,54.6,77.3
2012,6.2,6.6,7.0,7.2,7.8,11.6,18.1,24.3,30.4
2013,4.7,6.1,7.1,7.5,9.5,11.1,14.8,17.4,28.3
2014,2.3,3.0,4.2,4.2,5.2,8.3,17.8,25.2,26.1
2015,3.0,3.9,5.9,6.1,8.2,12.2,30.2,44.3,52.6
2016,4.4,8.0,10.0,16.0,17.8,28.0,47.6,74.3,118.6
