Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1969,3.3,3.6,4.1,5.6,10.2,15.5,28.4,46.2,77.0
1970,2.8,4.8,5.8,8.1,11.4,13.7,22.4,25.9,29.5
1971,1.5,2.8,3.6,4.8,9.4,13.0,23.4,33.5,38.1
1972,1.5,2.0,2.5,3.8,7.1,12.4,25.1,39.4,52.6
1973,5.1,9.1,12.2,14.2,16.0,16.3,18.3,24.9,42.9
1974,2.0,2.3,3.0,5.3,9.1,15.2,35.8,62.7,85.9
1975,1.5,2.5,2.8,4.6,8.4,12.7,25.7,37.6,42.7
1976,3.0,3.8,4.6,5.6,8.4,14.5,29.5,55.4,89.2
1977,2.3,4.8,6.1,9.4,14.5,19.3,31.2,39.4,67.6
1978,2.3,3.9,4.7,9.1,16.1,19.7,45.4,74.6,115.5
1979,3.1,6.2,8.1,10.3,11.7,13.2,32.4,57.7,95.4
1980,6.4,9.7,12.5,14.6,18.6,19.8,29.6,36.2,57.6
1981,1.6,1.8,2.4,4.3,7.3,13.7,26.0,37.9,42.4
1982,1.1,2.0,2.8,3.7,5.6,8.5,14.7,26.1,40.7
1983,2.1,4.2,6.2,7.2,7.8,11.3,18.1,21.7,25.7
1984,2.8,4.0,5.0,6.5,8.3,13.3,23.9,33.6,51.9
1985,1.9,2.8,3.8,6.9,10.1,12.7,29.4,38.2,39.6
1986,4.8,6.9,7.2,7.2,8.1,11.3,19.3,29.5,37.1
1987,2.2,3.1,4.1,7.2,14.2,22.7,37.8,63.4,105.3
1988,2.8,4.2,5.9,10.2,13.7,20.2,46.4,68.6,110.0
1989,6.7,8.8,10.5,15.7,20.5,22.7,45.3,62.4,84.8
1990,1.5,2.0,2.9,4.9,8.8,14.4,,,111.6
1991,3.2,4.4,5.6,9.5,12.1,12.1,27.7,49.5,82.7
1992,6.0,10.5,13.0,16.1,18.6,23.3,38.9,66.6,120.4
1993,3.2,4.5,6.0,8.1,9.0,14.3,23.8,39.8,59.9
1994,2.4,4.0,4.7,6.4,7.8,9.6,,,51.0
1995,3.7,5.1,7.3,11.4,18.7,20.7,,,44.8
1996,2.1,3.6,4.6,6.5,8.0,10.9,,,46.2
1997,4.3,5.6,6.1,7.2,10.3,11.3,,,59.8
1998,2.8,3.8,4.8,6.3,10.1,17.1,29.6,52.8,66.0
1999,6.7,9.4,11.5,14.0,15.2,,,,71.8
2000,1.1,1.7,2.0,3.2,5.7,10.2,25.9,46.2,70.2
2001,2.3,2.7,3.3,5.0,7.8,11.6,27.2,47.8,67.1
2002,2.9,3.5,4.0,6.1,8.6,11.7,25.0,32.5,42.1
