Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1969,5.8,10.7,14.2,15.2,18.0,19.6,23.4,30.7,52.3
1970,9.9,14.7,17.5,18.3,18.3,23.9,29.0,29.5,29.5
1971,5.8,7.1,9.4,10.7,17.3,21.6,25.7,29.5,31.5
1972,10.4,13.2,13.5,16.0,31.7,48.8,50.5,51.8,66.0
1973,13.7,23.9,30.5,36.1,40.1,45.5,46.0,46.0,49.8
1974,7.1,10.2,10.9,16.3,20.6,23.4,26.7,26.7,26.7
1975,9.4,12.2,13.7,21.8,29.0,29.2,38.1,63.8,78.0
1976,8.9,11.4,15.2,18.3,21.3,23.1,27.2,37.3,39.1
1977,9.1,10.2,10.4,12.7,23.1,25.4,41.1,41.1,61.5
1978,9.2,12.3,14.3,14.6,16.5,18.2,30.0,36.3,45.5
1979,11.2,14.3,19.6,23.5,26.6,47.6,70.1,99.7,100.6
1980,4.5,7.8,11.0,17.8,22.9,24.4,39.3,40.6,42.4
1981,6.3,7.7,8.7,14.8,18.8,26.8,39.5,40.6,40.6
1982,4.5,5.2,6.5,9.5,17.5,30.2,65.6,75.0,75.2
1983,10.0,17.3,20.4,26.7,39.0,40.5,41.6,45.7,48.4
1984,7.4,9.7,10.6,13.1,15.7,20.3,34.4,38.0,38.4
1985,7.3,9.8,11.2,13.4,14.9,15.2,29.8,35.6,40.6
1986,,,,,,,,,
1987,7.6,8.6,9.3,13.0,17.8,21.7,25.7,35.0,56.4
1988,6.6,9.1,10.7,13.9,20.0,30.2,36.8,36.8,36.8
1989,5.1,9.7,11.3,16.8,20.0,20.7,36.3,54.1,69.6
1990,7.3,8.1,9.1,11.5,15.9,22.5,32.9,54.1,58.4
1991,6.1,10.2,13.9,15.7,21.8,27.4,30.9,38.8,45.4
1994,7.3,10.6,14.4,21.2,24.8,27.4,,,43.6
1995,9.2,12.5,12.8,17.4,19.6,22.8,45.8,48.7,61.3
1996,14.0,23.9,28.9,32.4,33.3,33.3,,,65.8
1997,8.1,11.5,12.7,14.7,18.3,30.0,50.4,61.1,62.4
1998,7.7,8.8,9.1,10.4,15.6,20.6,,,46.8
1999,11.1,11.3,13.4,15.3,20.3,22.2,29.2,,36.8
