Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1963,5.3,7.4,7.9,8.1,15.0,22.4,46.5,74.9,122.2
1964,3.6,5.1,7.6,11.7,17.0,20.1,34.5,47.0,80.8
1965,4.1,7.4,9.7,14.5,15.7,17.3,33.3,61.5,87.4
1966,3.6,4.3,5.6,6.3,10.9,21.3,44.4,71.9,102.1
1967,4.6,7.4,7.9,8.4,11.7,19.0,33.8,57.9,76.7
1968,3.0,5.8,8.1,12.4,13.5,21.6,54.6,78.2,136.7
1969,2.8,4.8,7.1,9.4,11.4,22.9,40.4,54.6,69.1
1970,4.3,6.9,7.6,8.1,12.7,15.5,36.6,52.3,77.7
1971,2.5,3.6,4.6,7.6,10.7,15.0,36.6,58.7,97.0
1972,,,,,10.2,19.3,46.5,80.5,137.7
1973,,,,,19.6,21.3,33.5,65.0,83.1
1974,,,,,9.9,17.3,37.1,52.8,92.7
1975,,,,,9.9,17.0,34.8,53.6,88.1
1976,,,,,9.9,18.0,41.7,51.6,66.5
1977,,,,,9.1,16.3,33.8,52.6,72.4
1978,,,,,9.3,16.0,28.4,28.4,38.4
1979,,,,,13.7,25.6,48.7,84.1,131.9
1980,,,,,13.1,23.0,46.8,67.0,87.0
1981,,,,,10.4,20.7,42.1,63.2,106.5
1982,,,,,9.9,18.7,43.0,64.6,85.4
1983,,,,,14.6,29.1,48.6,73.3,122.1
1984,,,,,16.7,18.7,39.4,55.7,98.4
1985,,,,,14.6,24.0,35.7,49.2,67.9
1986,,,,,15.7,23.0,49.8,67.3,93.8
1987,,,,,13.1,16.4,24.0,41.4,61.2
1988,,,,,8.0,16.0,33.1,47.3,59.0
1989,,,,,11.4,20.9,48.1,87.0,119.1
1990,,,,,29.4,33.4,42.8,55.4,102.9
1991,,,,,13.9,18.4,47.5,68.4,77.0
1992,,,,,23.9,27.1,38.8,55.2,94.3
1993,,,,,12.7,15.9,37.8,64.2,86.4
1994,,,,,14.9,15.4,35.2,43.9,65.0
1995,,,,,12.0,20.8,39.0,59.6,93.8
1996,,,,,13.6,19.0,36.0,48.8,67.6
1997,,,,,20.1,25.9,,,127.2
1998,,,,,18.9,21.3,30.5,48.4,85.9
1999,,,,,9.6,18.9,47.4,72.5,89.5
2000,,,,,10.0,15.8,37.5,41.8,60.5
2001,,,,,10.4,16.4,35.2,54.2,61.8
2002,,,,,8.1,13.0,33.9,58.1,102.4
2003,,,,,12.4,23.0,58.6,99.1,148.7
2004,,,,,17.6,19.6,31.5,47.5,81.1
2005,,,,,10.6,18.8,44.9,74.2,114.2
