Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1965,3.6,4.8,6.1,9.7,12.2,19.0,46.5,70.4,94.7
1966,4.6,5.6,6.3,6.3,9.9,11.4,22.4,31.2,35.1
1967,3.3,5.8,7.4,10.4,11.4,13.2,18.5,28.2,28.2
1968,7.9,8.9,9.1,9.1,10.2,10.2,14.0,19.8,30.0
1969,3.0,5.6,6.3,9.1,9.4,13.2,23.6,35.6,60.7
1970,5.8,9.7,10.4,10.7,10.7,11.7,21.1,28.2,47.8
1971,7.4,9.1,10.2,11.9,13.7,16.3,19.6,23.4,35.1
1972,6.9,11.7,14.7,16.8,17.0,17.0,17.5,21.1,24.1
1973,6.6,10.2,15.5,25.4,30.0,31.0,31.5,34.0,64.3
1974,7.9,15.0,17.8,18.3,18.3,23.4,53.3,76.5,83.6
1975,6.9,12.7,15.7,18.0,20.6,22.4,31.0,39.6,49.3
1976,4.6,8.6,10.9,18.0,19.8,23.1,36.3,37.1,38.4
1977,3.0,4.3,5.8,6.1,6.3,10.9,19.6,27.2,33.3
1978,4.2,6.3,8.8,15.8,19.5,19.6,27.5,35.0,59.8
1979,6.1,10.1,14.1,23.7,24.6,24.6,29.1,38.1,44.0
1980,8.7,14.4,16.8,19.9,22.0,22.4,29.4,36.2,39.6
1981,5.5,10.2,15.3,16.7,16.7,27.7,40.8,47.3,54.7
1982,8.1,11.9,15.5,19.0,19.3,19.3,33.1,44.2,67.5
1983,,,,,15.8,24.7,36.0,41.1,74.5
1984,3.8,4.4,5.5,10.1,11.7,13.8,29.9,42.7,59.3
1985,3.7,7.3,8.9,13.2,13.5,26.1,36.0,36.0,36.0
1986,8.6,12.0,12.9,12.9,12.9,18.2,31.1,42.2,54.0
1987,13.7,15.5,16.8,27.7,32.3,46.9,57.2,60.2,60.2
1988,7.1,8.2,9.3,11.3,20.2,29.6,37.2,63.8,96.4
1989,9.2,12.0,14.7,15.5,15.8,15.8,27.8,33.3,42.4
1990,10.7,12.5,14.9,23.9,31.0,31.7,47.1,77.8,103.6
1991,16.4,18.8,19.2,21.2,22.1,25.4,28.9,31.1,53.7
1992,4.5,6.6,6.8,8.4,9.9,12.2,15.4,27.4,28.2
1993,2.4,3.0,3.2,5.3,8.5,13.5,18.4,20.8,35.0
1994,4.4,5.3,6.6,9.5,16.2,24.2,39.6,41.3,42.4
