Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1983,2.0,2.0,2.2,3.3,5.8,8.7,24.7,27.4,30.8
1984,2.7,3.7,4.3,5.5,8.1,11.9,20.7,30.2,43.2
1985,2.7,3.3,5.0,5.6,6.2,9.0,11.9,21.0,23.4
1986,2.0,2.8,3.4,5.7,7.7,10.9,20.7,30.4,47.2
1987,5.5,8.0,9.7,10.5,10.6,11.3,17.7,31.5,45.0
1988,2.9,4.5,5.2,7.8,9.9,10.4,,25.0,49.9
1989,1.7,2.8,3.4,4.5,6.4,9.3,15.2,16.2,19.2
1990,2.8,4.0,4.9,6.1,7.7,13.9,18.4,20.4,28.8
1991,2.0,2.7,3.3,4.2,6.1,7.0,12.5,14.9,20.8
1992,1.8,2.2,2.6,4.0,7.0,7.6,18.6,31.8,52.4
1993,3.7,4.1,4.9,5.5,6.8,10.2,17.3,19.1,29.4
1994,3.0,3.7,4.1,5.9,7.5,10.0,16.5,22.1,30.6
1995,2.5,3.4,4.2,6.9,9.3,14.9,34.7,43.4,46.2
1996,3.5,6.1,7.9,9.7,10.1,10.5,17.6,22.3,29.0
1997,2.2,2.8,3.5,5.9,6.1,8.5,15.8,22.3,30.4
1998,1.6,1.6,1.9,2.4,4.0,6.7,,,34.0
1999,5.1,7.2,7.9,9.1,9.1,9.1,14.0,15.9,16.7
2000,4.0,5.5,5.7,6.1,6.4,7.2,11.9,15.8,21.6
2001,2.6,3.1,3.9,4.8,5.2,9.4,18.1,27.3,33.7
2002,1.4,2.0,2.5,4.2,6.2,10.5,22.9,36.1,40.7
2003,5.0,6.1,7.9,11.1,14.3,20.0,21.5,25.2,25.7
2004,2.5,2.7,3.1,4.7,9.4,16.5,34.7,37.9,39.1
2005,4.2,5.2,7.7,10.0,11.2,15.2,20.8,26.9,33.9
2006,4.7,4.9,4.9,6.5,8.3,13.1,18.4,20.2,24.3
2007,1.8,2.4,3.4,5.4,8.4,12.6,17.0,19.0,25.7
2008,2.0,2.9,4.2,6.1,6.4,11.6,21.1,22.1,30.8
2011,2.4,3.7,4.3,5.9,6.9,8.6,10.6,16.7,17.6
2012,3.4,4.8,5.8,10.1,14.6,16.6,25.3,26.0,30.8
2013,2.6,4.3,5.5,5.9,6.8,9.8,16.8,16.8,22.7
