Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1969,4.3,6.3,6.3,6.3,7.9,13.2,17.5,20.6,27.4
1970,3.3,6.3,7.6,7.9,7.9,11.9,13.5,16.5,22.6
1971,2.0,3.0,3.3,3.8,5.8,8.1,11.7,14.0,18.5
1972,2.8,4.1,4.8,5.8,5.8,7.9,13.0,21.3,21.3
1973,3.6,4.3,5.8,6.9,7.4,9.9,16.8,21.3,23.1
1974,4.8,8.1,9.1,9.7,11.2,15.0,23.4,23.9,34.0
1975,2.0,2.8,3.6,4.8,7.6,8.6,19.6,22.9,29.5
1976,4.8,7.4,9.9,18.3,21.3,26.9,39.1,40.6,43.2
1977,3.3,5.8,6.3,7.4,8.9,13.2,16.0,16.0,16.0
1978,1.6,2.7,3.2,4.6,5.9,10.8,23.1,31.5,31.5
1979,5.8,9.9,13.4,15.2,15.7,15.8,15.8,15.8,16.0
1980,10.3,11.9,11.9,11.9,11.9,13.3,17.1,23.0,23.0
1981,7.9,10.3,10.3,14.1,25.5,27.5,28.6,28.6,46.5
1982,2.9,4.5,5.0,5.0,6.6,11.9,23.7,27.2,27.8
1983,3.0,5.5,6.5,7.7,8.7,11.2,12.4,13.2,21.7
1984,4.8,7.8,10.2,14.2,19.0,19.2,19.2,19.8,21.4
1985,3.4,6.7,10.1,11.0,11.0,11.6,18.5,20.5,25.4
1986,4.8,7.9,8.3,8.4,8.4,10.9,12.0,14.9,15.6
1987,2.9,3.9,4.8,5.7,7.9,11.8,20.2,20.2,23.2
1988,5.0,5.7,6.0,6.2,6.4,8.2,14.0,17.8,19.7
1989,2.4,3.3,3.7,4.8,6.4,8.6,14.6,14.6,19.4
1990,2.9,4.1,5.1,8.8,10.7,11.7,17.9,28.9,31.5
1991,3.5,5.2,5.9,6.8,7.1,9.9,18.0,20.6,22.0
1992,4.2,6.7,8.4,10.0,10.9,18.4,27.9,32.2,46.6
1993,3.6,5.6,6.2,7.0,7.4,10.0,18.5,36.7,45.9
1994,1.7,2.9,3.5,5.8,9.3,10.6,11.5,13.2,13.6
1995,4.9,7.2,10.6,11.3,12.1,13.7,29.7,34.4,38.8
1996,4.1,4.9,4.9,4.9,5.7,8.3,15.1,15.1,15.5
1997,5.3,10.2,15.0,16.7,17.8,22.7,24.8,24.8,24.8
1998,5.0,6.8,8.3,9.1,10.3,12.0,,,26.2
1999,2.2,2.6,3.0,4.3,7.1,13.6,,,25.4
2000,2.9,3.8,4.1,5.3,5.6,5.8,7.6,8.0,9.8
2001,16.9,19.2,19.7,20.0,20.0,20.0,21.6,28.5,29.0
2002,3.0,5.0,6.8,8.6,11.4,11.8,19.6,32.4,49.3
