Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1954,8.4,9.9,12.2,17.3,20.8,32.0,44.7,57.1,62.2
1955,,,18.8,19.3,32.8,34.3,38.1,40.9,45.5
1956,,,20.3,26.7,27.4,30.2,49.5,49.5,49.5
1959,,,11.4,16.0,27.9,29.0,31.7,31.7,33.3
1960,,,,,16.8,17.0,25.9,25.9,28.4
1962,,,,,30.0,42.9,49.0,74.9,75.4
1964,,,,,24.4,32.3,42.9,42.9,59.7
1971,12.2,13.5,19.6,36.8,39.1,63.2,65.5,66.0,66.0
1972,27.9,32.5,43.4,46.2,49.3,49.5,50.3,50.3,50.3
1973,8.1,9.7,11.4,13.0,15.2,16.8,21.6,25.1,31.0
1974,7.1,7.9,10.9,18.5,23.4,23.4,26.7,26.7,34.3
1975,12.2,18.3,19.8,26.2,36.6,39.9,43.4,43.4,43.4
1976,16.5,24.9,27.2,30.5,39.4,41.7,42.2,43.9,58.9
1977,8.6,13.7,20.8,25.1,29.7,31.0,32.0,36.3,46.0
1978,8.6,11.1,13.5,15.6,18.1,27.0,39.6,41.1,43.2
1979,11.8,17.6,19.8,23.5,25.9,25.9,35.8,67.8,72.0
1980,10.0,16.3,21.3,24.4,25.2,25.2,30.2,34.0,39.0
1981,5.5,8.4,10.1,14.0,25.9,33.7,45.0,65.2,65.2
1982,4.7,5.1,5.4,7.4,12.9,17.3,28.0,32.2,39.4
1983,10.2,16.7,22.8,25.3,25.5,28.9,32.0,33.0,36.0
1984,11.4,12.2,12.9,17.5,22.8,26.0,35.4,38.5,41.2
1985,5.2,6.0,8.7,12.9,13.1,20.4,35.5,44.1,50.4
1986,10.0,14.0,14.6,15.3,18.7,22.3,26.2,31.8,59.1
1987,5.8,9.1,13.7,17.5,23.0,31.6,50.3,51.2,51.6
1988,6.6,10.4,13.8,20.2,25.9,33.6,42.4,58.8,59.9
1989,6.0,11.8,15.8,24.2,28.4,31.1,47.1,47.6,47.6
1990,6.3,9.9,12.1,15.1,17.7,22.5,25.2,38.1,41.8
1991,12.0,13.7,17.2,29.4,29.4,29.8,31.6,31.6,34.0
1992,8.4,13.7,16.6,21.5,22.4,25.9,26.1,32.0,38.0
1993,7.7,8.7,9.2,9.7,17.7,18.4,21.7,26.0,32.4
1994,9.1,16.1,22.2,26.2,37.4,45.4,51.6,51.6,63.0
1995,8.0,15.2,17.6,18.8,18.8,22.9,44.0,57.6,60.5
1999,11.5,13.9,14.1,17.5,22.5,28.0,28.3,50.8,50.8
2000,11.0,15.2,18.8,22.0,22.2,22.4,32.9,35.3,47.3
2001,7.6,9.8,10.8,11.6,12.2,13.8,28.8,49.0,61.0
2002,8.2,11.0,14.2,16.8,17.8,19.8,20.0,27.4,34.4
2003,9.8,12.0,13.6,18.6,19.4,19.8,27.4,35.6,39.4
2004,8.4,11.0,12.0,17.6,24.0,31.4,65.8,80.6,85.4
2005,8.0,13.6,18.2,21.4,32.4,35.2,69.4,79.4,80.2
