Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1986,2.8,5.4,7.1,12.0,20.0,40.0,112.0,112.0,112.0
1987,5.1,10.2,14.0,18.5,20.8,23.9,37.8,39.6,44.2
1988,5.6,8.8,12.8,20.0,22.7,23.7,28.4,36.6,46.1
1989,2.7,5.3,5.9,9.1,13.6,16.0,27.4,41.0,55.4
1990,4.2,5.7,6.3,9.1,16.7,20.8,42.5,44.0,44.0
1991,5.4,10.7,14.6,25.8,35.5,38.4,39.0,57.6,61.7
1992,7.0,13.8,15.3,15.8,23.5,26.5,29.8,37.6,41.2
1993,5.6,9.4,11.2,16.3,20.0,23.2,23.2,23.9,38.3
1994,5.5,10.2,13.1,22.8,39.2,47.4,47.8,47.8,63.3
1995,11.4,14.0,17.1,19.4,23.2,26.0,47.8,67.1,75.4
1997,5.7,6.1,7.3,9.4,11.8,13.3,18.9,25.8,34.4
1998,8.4,14.1,15.1,16.1,20.0,20.0,31.7,42.3,45.9
