Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1971,9.4,11.4,13.2,16.5,16.8,29.2,45.5,47.8,58.2
1972,7.9,11.9,15.7,20.8,23.4,42.4,45.0,45.2,81.5
1973,7.4,11.9,13.0,17.0,31.2,31.7,33.8,55.1,78.0
1974,13.5,21.3,25.9,27.7,30.7,34.8,50.0,51.6,75.2
1975,,,,,13.5,20.6,26.2,30.0,38.9
1976,,,,,21.1,27.9,33.3,54.4,63.5
1977,,,,,23.4,35.3,46.7,59.7,64.3
1978,,,,,19.6,30.7,34.2,50.6,51.0
1979,,,,,25.5,26.1,30.0,38.9,51.7
1980,,,,,22.6,27.4,46.0,46.0,46.4
1981,,,,,21.7,33.8,72.9,75.0,75.0
