Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1969,2.8,3.0,3.3,4.6,8.1,15.0,33.3,58.9,83.1
1970,1.5,2.3,2.8,5.1,8.4,15.5,33.0,45.2,57.9
1971,2.3,4.1,5.3,8.4,11.4,17.5,37.6,57.4,75.7
1972,1.8,2.3,3.0,5.3,9.4,15.0,33.0,49.3,79.5
1973,2.8,3.8,4.3,7.4,13.2,21.6,43.7,70.9,106.7
1974,2.0,2.8,3.8,6.1,9.9,18.0,37.6,61.2,103.6
1975,2.0,2.8,3.8,6.9,12.2,21.1,46.7,77.5,100.8
1976,4.6,5.1,5.1,5.8,8.6,15.2,34.3,54.1,70.1
1977,3.3,4.6,5.1,6.1,11.2,19.8,39.9,51.8,73.4
1978,8.2,10.9,14.6,20.5,26.9,29.6,35.8,47.7,86.5
1979,3.3,5.1,6.3,10.6,12.9,17.4,46.7,85.5,127.2
1980,2.5,4.0,4.6,5.9,10.0,16.0,38.6,52.2,62.8
1981,4.1,5.3,6.9,8.4,14.9,24.6,42.4,70.2,115.3
1982,2.3,2.7,3.5,5.3,10.8,19.2,33.6,54.5,79.5
1983,2.5,4.0,5.2,9.6,10.8,19.2,45.3,89.3,143.1
1984,4.9,8.1,10.0,13.0,13.3,20.2,44.0,70.3,117.1
1985,2.5,3.6,4.4,6.3,8.6,13.0,25.3,40.3,54.7
1986,2.1,3.0,4.5,7.3,12.6,24.2,43.4,62.7,91.1
1987,1.5,2.1,2.9,4.9,9.0,15.0,39.6,64.3,96.8
1988,4.9,7.1,8.3,9.0,12.4,23.0,48.6,70.5,91.4
1989,3.9,4.3,4.5,8.6,12.1,19.7,44.6,64.9,70.5
1990,2.9,4.1,5.6,8.7,13.0,21.0,47.0,68.1,107.8
1991,1.6,2.5,3.8,6.9,12.3,22.9,50.0,73.0,108.8
1992,,,,,10.8,19.7,45.6,,
1993,,,,,12.3,22.3,48.4,74.9,94.1
