Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1979,,,,,10.2,17.1,23.3,40.7,64.2
1980,,,,,14.7,21.6,29.0,35.7,49.7
1981,,,,,11.6,12.8,20.9,27.1,30.5
1982,,,,,10.8,14.4,28.8,35.1,44.7
1983,,,,,13.9,27.8,44.9,61.3,69.4
1984,,,,,21.9,28.6,31.1,32.5,38.9
1985,,,,,7.3,12.6,23.0,27.3,33.1
1986,,,,,10.9,10.9,22.9,33.5,53.7
1987,,,,,6.2,9.9,17.5,21.8,32.8
1988,,,,,12.4,14.9,26.5,30.5,36.6
1989,,,,,13.7,13.9,20.7,30.7,50.6
1990,,,,,8.9,15.3,20.4,34.7,53.8
1991,,,,,8.8,13.9,20.8,31.7,53.6
1992,,,,,12.0,16.5,27.8,31.8,43.8
1993,,,,,13.3,15.8,18.8,26.5,34.5
1994,,,,,14.5,27.5,34.5,37.8,41.9
1995,,,,,11.4,11.4,18.8,,
1996,,,,,11.1,12.7,24.3,35.9,39.7
1997,,,,,15.7,17.2,22.8,37.9,57.2
1998,,,,,10.7,15.2,26.9,31.2,42.7
